"SCHOOL_DISTRICT_NUMBER","year","month","SCHOOL_DISTRICT_NAME","burned_ha_50km","fire_count_50km"
40,2022,7,"New Westminster",0,0
40,2022,8,"New Westminster",6,1
40,2022,9,"New Westminster",5,1
40,2023,5,"New Westminster",19,1
40,2023,6,"New Westminster",0,0
40,2023,7,"New Westminster",175,1
40,2023,8,"New Westminster",0,0
40,2023,9,"New Westminster",0,0
40,2024,5,"New Westminster",0,0
40,2024,6,"New Westminster",0,0
40,2024,7,"New Westminster",0,0
40,2024,8,"New Westminster",0,0
40,2024,9,"New Westminster",0,0
41,2017,5,"Burnaby",0,0
41,2017,6,"Burnaby",0,0
41,2017,7,"Burnaby",0,0
41,2017,8,"Burnaby",3,1
41,2017,9,"Burnaby",0,0
41,2018,5,"Burnaby",106,1
41,2018,6,"Burnaby",0,0
41,2018,7,"Burnaby",13,1
41,2018,8,"Burnaby",3,1
41,2018,9,"Burnaby",0,0
41,2019,5,"Burnaby",0,0
41,2019,6,"Burnaby",8,2
41,2019,7,"Burnaby",0,0
41,2019,8,"Burnaby",0,0
41,2019,9,"Burnaby",0,0
41,2020,5,"Burnaby",0,0
41,2020,6,"Burnaby",0,0
41,2020,7,"Burnaby",0,0
41,2020,8,"Burnaby",0,0
41,2020,9,"Burnaby",2,1
41,2021,5,"Burnaby",0,0
41,2021,6,"Burnaby",0,0
41,2021,7,"Burnaby",0,0
41,2021,8,"Burnaby",0,0
41,2021,9,"Burnaby",0,0
41,2022,5,"Burnaby",0,0
41,2022,6,"Burnaby",0,0
41,2022,7,"Burnaby",0,0
41,2022,8,"Burnaby",6,1
41,2022,9,"Burnaby",5,1
41,2023,5,"Burnaby",19,1
41,2023,6,"Burnaby",0,0
41,2023,7,"Burnaby",195,2
41,2023,8,"Burnaby",0,0
41,2023,9,"Burnaby",0,0
41,2024,5,"Burnaby",0,0
41,2024,6,"Burnaby",0,0
41,2024,7,"Burnaby",0,0
41,2024,8,"Burnaby",0,0
41,2024,9,"Burnaby",2,1
42,2017,5,"Maple-Ridge Pitt-Meadows",0,0
42,2017,6,"Maple-Ridge Pitt-Meadows",3,1
42,2017,7,"Maple-Ridge Pitt-Meadows",184,3
42,2017,8,"Maple-Ridge Pitt-Meadows",3,1
42,2017,9,"Maple-Ridge Pitt-Meadows",0,0
42,2018,5,"Maple-Ridge Pitt-Meadows",116,3
42,2018,6,"Maple-Ridge Pitt-Meadows",4,3
42,2018,7,"Maple-Ridge Pitt-Meadows",14,2
42,2018,8,"Maple-Ridge Pitt-Meadows",3,1
42,2018,9,"Maple-Ridge Pitt-Meadows",0,0
42,2019,5,"Maple-Ridge Pitt-Meadows",0,0
42,2019,6,"Maple-Ridge Pitt-Meadows",8,2
42,2019,7,"Maple-Ridge Pitt-Meadows",0,0
42,2019,8,"Maple-Ridge Pitt-Meadows",0,0
42,2019,9,"Maple-Ridge Pitt-Meadows",5,1
42,2020,5,"Maple-Ridge Pitt-Meadows",0,0
42,2020,6,"Maple-Ridge Pitt-Meadows",0,0
42,2020,7,"Maple-Ridge Pitt-Meadows",1,1
42,2020,8,"Maple-Ridge Pitt-Meadows",492,6
42,2020,9,"Maple-Ridge Pitt-Meadows",2,1
42,2021,5,"Maple-Ridge Pitt-Meadows",20,2
42,2021,6,"Maple-Ridge Pitt-Meadows",0,0
42,2021,7,"Maple-Ridge Pitt-Meadows",674,2
42,2021,8,"Maple-Ridge Pitt-Meadows",8,1
42,2021,9,"Maple-Ridge Pitt-Meadows",0,0
42,2022,5,"Maple-Ridge Pitt-Meadows",0,0
42,2022,6,"Maple-Ridge Pitt-Meadows",0,0
42,2022,7,"Maple-Ridge Pitt-Meadows",0,0
42,2022,8,"Maple-Ridge Pitt-Meadows",4094,3
42,2022,9,"Maple-Ridge Pitt-Meadows",7,2
42,2023,5,"Maple-Ridge Pitt-Meadows",38,2
42,2023,6,"Maple-Ridge Pitt-Meadows",843,2
42,2023,7,"Maple-Ridge Pitt-Meadows",1251,4
42,2023,8,"Maple-Ridge Pitt-Meadows",229,3
42,2023,9,"Maple-Ridge Pitt-Meadows",1,1
42,2024,5,"Maple-Ridge Pitt-Meadows",10,1
42,2024,6,"Maple-Ridge Pitt-Meadows",0,0
42,2024,7,"Maple-Ridge Pitt-Meadows",3,2
42,2024,8,"Maple-Ridge Pitt-Meadows",717,6
42,2024,9,"Maple-Ridge Pitt-Meadows",2,1
43,2017,5,"Coquitlam",0,0
43,2017,6,"Coquitlam",0,0
43,2017,7,"Coquitlam",0,1
43,2017,8,"Coquitlam",3,1
43,2017,9,"Coquitlam",0,0
43,2018,5,"Coquitlam",106,1
43,2018,6,"Coquitlam",1,1
43,2018,7,"Coquitlam",14,2
43,2018,8,"Coquitlam",3,1
43,2018,9,"Coquitlam",0,0
43,2019,5,"Coquitlam",0,0
43,2019,6,"Coquitlam",8,2
43,2019,7,"Coquitlam",0,0
43,2019,8,"Coquitlam",0,0
43,2019,9,"Coquitlam",5,1
43,2020,5,"Coquitlam",0,0
43,2020,6,"Coquitlam",0,0
43,2020,7,"Coquitlam",1,1
43,2020,8,"Coquitlam",0,0
43,2020,9,"Coquitlam",2,1
43,2021,5,"Coquitlam",0,0
43,2021,6,"Coquitlam",0,0
43,2021,7,"Coquitlam",223,1
43,2021,8,"Coquitlam",8,1
43,2021,9,"Coquitlam",0,0
43,2022,5,"Coquitlam",0,0
43,2022,6,"Coquitlam",0,0
43,2022,7,"Coquitlam",0,0
43,2022,8,"Coquitlam",6,1
43,2022,9,"Coquitlam",5,1
43,2023,5,"Coquitlam",19,1
43,2023,6,"Coquitlam",843,2
43,2023,7,"Coquitlam",195,2
43,2023,8,"Coquitlam",227,2
43,2023,9,"Coquitlam",1,1
43,2024,5,"Coquitlam",0,0
43,2024,6,"Coquitlam",0,0
43,2024,7,"Coquitlam",0,0
43,2024,8,"Coquitlam",6,2
43,2024,9,"Coquitlam",2,1
44,2017,5,"North Vancouver",0,0
44,2017,6,"North Vancouver",0,0
44,2017,7,"North Vancouver",0,0
44,2017,8,"North Vancouver",3,1
44,2017,9,"North Vancouver",0,0
44,2018,5,"North Vancouver",106,1
44,2018,6,"North Vancouver",0,0
44,2018,7,"North Vancouver",13,1
44,2018,8,"North Vancouver",3,1
44,2018,9,"North Vancouver",0,0
44,2019,5,"North Vancouver",0,0
44,2019,6,"North Vancouver",8,2
44,2019,7,"North Vancouver",0,0
44,2019,8,"North Vancouver",0,0
44,2019,9,"North Vancouver",0,0
44,2020,5,"North Vancouver",0,0
44,2020,6,"North Vancouver",0,0
44,2020,7,"North Vancouver",0,0
44,2020,8,"North Vancouver",0,0
44,2020,9,"North Vancouver",2,1
44,2021,5,"North Vancouver",0,0
44,2021,6,"North Vancouver",0,0
44,2021,7,"North Vancouver",0,0
44,2021,8,"North Vancouver",8,1
44,2021,9,"North Vancouver",0,0
44,2022,5,"North Vancouver",0,0
44,2022,6,"North Vancouver",0,0
44,2022,7,"North Vancouver",0,0
44,2022,8,"North Vancouver",6,1
44,2022,9,"North Vancouver",5,1
44,2023,5,"North Vancouver",19,1
44,2023,6,"North Vancouver",0,0
44,2023,7,"North Vancouver",195,2
44,2023,8,"North Vancouver",179,1
44,2023,9,"North Vancouver",0,0
44,2024,5,"North Vancouver",0,0
44,2024,6,"North Vancouver",0,0
44,2024,7,"North Vancouver",0,0
44,2024,8,"North Vancouver",2,1
44,2024,9,"North Vancouver",2,1
45,2017,5,"West Vancouver",0,0
45,2017,6,"West Vancouver",0,0
45,2017,7,"West Vancouver",0,0
45,2017,8,"West Vancouver",3,1
45,2017,9,"West Vancouver",0,0
45,2018,5,"West Vancouver",106,1
45,2018,6,"West Vancouver",0,0
45,2018,7,"West Vancouver",13,1
45,2018,8,"West Vancouver",3,1
45,2018,9,"West Vancouver",0,0
45,2019,5,"West Vancouver",0,0
45,2019,6,"West Vancouver",17,3
45,2019,7,"West Vancouver",0,0
45,2019,8,"West Vancouver",4,1
45,2019,9,"West Vancouver",0,0
45,2020,5,"West Vancouver",0,0
45,2020,6,"West Vancouver",0,0
45,2020,7,"West Vancouver",0,0
45,2020,8,"West Vancouver",0,0
45,2020,9,"West Vancouver",0,0
45,2021,5,"West Vancouver",2,1
45,2021,6,"West Vancouver",0,0
45,2021,7,"West Vancouver",0,0
45,2021,8,"West Vancouver",61,1
45,2021,9,"West Vancouver",0,0
45,2022,5,"West Vancouver",0,0
45,2022,6,"West Vancouver",0,0
45,2022,7,"West Vancouver",0,0
45,2022,8,"West Vancouver",0,0
45,2022,9,"West Vancouver",0,0
45,2023,5,"West Vancouver",0,0
45,2023,6,"West Vancouver",0,0
45,2023,7,"West Vancouver",20,1
45,2023,8,"West Vancouver",179,1
45,2023,9,"West Vancouver",0,0
45,2024,5,"West Vancouver",0,0
45,2024,6,"West Vancouver",0,0
45,2024,7,"West Vancouver",7,1
45,2024,8,"West Vancouver",2,1
45,2024,9,"West Vancouver",2,1
46,2017,5,"Sunshine Coast",1,1
46,2017,6,"Sunshine Coast",15,1
46,2017,7,"Sunshine Coast",0,1
46,2017,8,"Sunshine Coast",4,2
46,2017,9,"Sunshine Coast",0,0
46,2018,5,"Sunshine Coast",106,1
46,2018,6,"Sunshine Coast",1,1
46,2018,7,"Sunshine Coast",27,2
46,2018,8,"Sunshine Coast",916,6
46,2018,9,"Sunshine Coast",0,0
46,2019,5,"Sunshine Coast",0,0
46,2019,6,"Sunshine Coast",21,4
46,2019,7,"Sunshine Coast",0,0
46,2019,8,"Sunshine Coast",4,1
46,2019,9,"Sunshine Coast",0,0
46,2020,5,"Sunshine Coast",0,0
46,2020,6,"Sunshine Coast",0,0
46,2020,7,"Sunshine Coast",17,1
46,2020,8,"Sunshine Coast",59,3
46,2020,9,"Sunshine Coast",0,0
46,2021,5,"Sunshine Coast",2,1
46,2021,6,"Sunshine Coast",7,1
46,2021,7,"Sunshine Coast",0,0
46,2021,8,"Sunshine Coast",100,3
46,2021,9,"Sunshine Coast",0,0
46,2022,5,"Sunshine Coast",0,0
46,2022,6,"Sunshine Coast",0,0
46,2022,7,"Sunshine Coast",2,1
46,2022,8,"Sunshine Coast",0,0
46,2022,9,"Sunshine Coast",37,4
46,2023,5,"Sunshine Coast",20,2
46,2023,6,"Sunshine Coast",200,1
46,2023,7,"Sunshine Coast",1482,2
46,2023,8,"Sunshine Coast",656,7
46,2023,9,"Sunshine Coast",45,1
46,2024,5,"Sunshine Coast",0,0
46,2024,6,"Sunshine Coast",0,0
46,2024,7,"Sunshine Coast",7,1
46,2024,8,"Sunshine Coast",606,5
46,2024,9,"Sunshine Coast",4,3
47,2017,5,"Powell RIver",1,1
47,2017,6,"Powell RIver",16,2
47,2017,7,"Powell RIver",0,1
47,2017,8,"Powell RIver",2,2
47,2017,9,"Powell RIver",0,0
47,2018,5,"Powell RIver",42,2
47,2018,6,"Powell RIver",1,1
47,2018,7,"Powell RIver",15,2
47,2018,8,"Powell RIver",5083,12
47,2018,9,"Powell RIver",0,0
47,2019,5,"Powell RIver",3,1
47,2019,6,"Powell RIver",34,4
47,2019,7,"Powell RIver",0,0
47,2019,8,"Powell RIver",7,2
47,2019,9,"Powell RIver",1,1
47,2020,5,"Powell RIver",0,0
47,2020,6,"Powell RIver",0,0
47,2020,7,"Powell RIver",20,2
47,2020,8,"Powell RIver",415,4
47,2020,9,"Powell RIver",18,1
47,2021,5,"Powell RIver",2,1
47,2021,6,"Powell RIver",9,2
47,2021,7,"Powell RIver",0,0
47,2021,8,"Powell RIver",74,2
47,2021,9,"Powell RIver",0,0
47,2022,5,"Powell RIver",0,0
47,2022,6,"Powell RIver",230,1
47,2022,7,"Powell RIver",92,2
47,2022,8,"Powell RIver",6,1
47,2022,9,"Powell RIver",35,3
47,2023,5,"Powell RIver",1,1
47,2023,6,"Powell RIver",365,3
47,2023,7,"Powell RIver",1824,3
47,2023,8,"Powell RIver",658,8
47,2023,9,"Powell RIver",45,1
47,2024,5,"Powell RIver",0,0
47,2024,6,"Powell RIver",0,1
47,2024,7,"Powell RIver",7,1
47,2024,8,"Powell RIver",551,5
47,2024,9,"Powell RIver",4,3
48,2017,5,"Sea to Sky",31,1
48,2017,6,"Sea to Sky",3,1
48,2017,7,"Sea to Sky",1,1
48,2017,8,"Sea to Sky",14,2
48,2017,9,"Sea to Sky",0,0
48,2018,5,"Sea to Sky",1403,5
48,2018,6,"Sea to Sky",5,3
48,2018,7,"Sea to Sky",13,1
48,2018,8,"Sea to Sky",2299,8
48,2018,9,"Sea to Sky",0,0
48,2019,5,"Sea to Sky",0,0
48,2019,6,"Sea to Sky",21,4
48,2019,7,"Sea to Sky",0,0
48,2019,8,"Sea to Sky",13,3
48,2019,9,"Sea to Sky",1,1
48,2020,5,"Sea to Sky",0,0
48,2020,6,"Sea to Sky",0,0
48,2020,7,"Sea to Sky",0,0
48,2020,8,"Sea to Sky",890,8
48,2020,9,"Sea to Sky",20,2
48,2021,5,"Sea to Sky",4,2
48,2021,6,"Sea to Sky",119589,4
48,2021,7,"Sea to Sky",0,0
48,2021,8,"Sea to Sky",8,1
48,2021,9,"Sea to Sky",0,0
48,2022,5,"Sea to Sky",0,0
48,2022,6,"Sea to Sky",0,0
48,2022,7,"Sea to Sky",4387,2
48,2022,8,"Sea to Sky",10069,10
48,2022,9,"Sea to Sky",43,6
48,2023,5,"Sea to Sky",18,1
48,2023,6,"Sea to Sky",164,1
48,2023,7,"Sea to Sky",32269,14
48,2023,8,"Sea to Sky",3213,12
48,2023,9,"Sea to Sky",247,4
48,2024,5,"Sea to Sky",146,2
48,2024,6,"Sea to Sky",143,1
48,2024,7,"Sea to Sky",9,3
48,2024,8,"Sea to Sky",1887,11
48,2024,9,"Sea to Sky",2,1
49,2017,5,"Central Coast",0,0
49,2017,6,"Central Coast",0,0
49,2017,7,"Central Coast",31375,4
49,2017,8,"Central Coast",0,0
49,2017,9,"Central Coast",0,0
49,2018,5,"Central Coast",0,0
49,2018,6,"Central Coast",91,1
49,2018,7,"Central Coast",99143,6
49,2018,8,"Central Coast",130431,6
49,2018,9,"Central Coast",0,0
49,2019,5,"Central Coast",11,2
49,2019,6,"Central Coast",0,0
49,2019,7,"Central Coast",40,3
49,2019,8,"Central Coast",0,0
49,2019,9,"Central Coast",0,0
49,2020,5,"Central Coast",0,0
49,2020,6,"Central Coast",0,0
49,2020,7,"Central Coast",0,0
49,2020,8,"Central Coast",0,0
49,2020,9,"Central Coast",0,0
49,2021,5,"Central Coast",12,1
49,2021,6,"Central Coast",0,0
49,2021,7,"Central Coast",9689,5
49,2021,8,"Central Coast",8,1
49,2021,9,"Central Coast",0,0
49,2022,5,"Central Coast",0,0
49,2022,6,"Central Coast",0,0
49,2022,7,"Central Coast",0,0
49,2022,8,"Central Coast",461,8
49,2022,9,"Central Coast",4,1
49,2023,5,"Central Coast",147,2
49,2023,6,"Central Coast",10,3
49,2023,7,"Central Coast",70870,26
49,2023,8,"Central Coast",16379,8
49,2023,9,"Central Coast",0,0
49,2024,5,"Central Coast",66,3
49,2024,6,"Central Coast",5,1
49,2024,7,"Central Coast",81956,2
49,2024,8,"Central Coast",841,3
49,2024,9,"Central Coast",0,0
50,2017,5,"Haida Gwaii",0,0
50,2017,6,"Haida Gwaii",0,0
50,2017,7,"Haida Gwaii",0,0
50,2017,8,"Haida Gwaii",0,0
50,2017,9,"Haida Gwaii",0,0
50,2018,5,"Haida Gwaii",0,0
50,2018,6,"Haida Gwaii",0,0
50,2018,7,"Haida Gwaii",0,0
50,2018,8,"Haida Gwaii",0,0
50,2018,9,"Haida Gwaii",0,0
50,2019,5,"Haida Gwaii",0,0
50,2019,6,"Haida Gwaii",0,0
50,2019,7,"Haida Gwaii",0,0
50,2019,8,"Haida Gwaii",0,0
50,2019,9,"Haida Gwaii",0,0
50,2020,5,"Haida Gwaii",0,0
50,2020,6,"Haida Gwaii",0,0
50,2020,7,"Haida Gwaii",0,0
50,2020,8,"Haida Gwaii",0,0
50,2020,9,"Haida Gwaii",0,0
50,2021,5,"Haida Gwaii",0,0
50,2021,6,"Haida Gwaii",0,0
50,2021,7,"Haida Gwaii",2,1
50,2021,8,"Haida Gwaii",0,0
50,2021,9,"Haida Gwaii",0,0
50,2022,5,"Haida Gwaii",0,0
50,2022,6,"Haida Gwaii",0,0
50,2022,7,"Haida Gwaii",0,0
50,2022,8,"Haida Gwaii",0,0
50,2022,9,"Haida Gwaii",0,0
50,2023,5,"Haida Gwaii",0,0
50,2023,6,"Haida Gwaii",0,0
50,2023,7,"Haida Gwaii",0,0
50,2023,8,"Haida Gwaii",0,0
50,2023,9,"Haida Gwaii",0,0
50,2024,5,"Haida Gwaii",0,0
50,2024,6,"Haida Gwaii",0,0
50,2024,7,"Haida Gwaii",0,0
50,2024,8,"Haida Gwaii",0,0
50,2024,9,"Haida Gwaii",0,0
51,2017,5,"Boundary",1,1
51,2017,6,"Boundary",183,5
51,2017,7,"Boundary",183,7
51,2017,8,"Boundary",3076,9
51,2017,9,"Boundary",2189,4
51,2018,5,"Boundary",11,3
51,2018,6,"Boundary",13,2
51,2018,7,"Boundary",21571,22
51,2018,8,"Boundary",13124,27
51,2018,9,"Boundary",4,2
51,2019,5,"Boundary",870,2
51,2019,6,"Boundary",11,1
51,2019,7,"Boundary",0,0
51,2019,8,"Boundary",2451,2
51,2019,9,"Boundary",2,1
51,2020,5,"Boundary",0,0
51,2020,6,"Boundary",18,1
51,2020,7,"Boundary",0,0
51,2020,8,"Boundary",3338,10
51,2020,9,"Boundary",27,1
51,2021,5,"Boundary",8,3
51,2021,6,"Boundary",1175,7
51,2021,7,"Boundary",128648,19
51,2021,8,"Boundary",1410,7
51,2021,9,"Boundary",167,2
51,2022,5,"Boundary",0,0
51,2022,6,"Boundary",0,0
51,2022,7,"Boundary",6437,7
51,2022,8,"Boundary",422,7
51,2022,9,"Boundary",99,3
51,2023,5,"Boundary",7,2
51,2023,6,"Boundary",34,1
51,2023,7,"Boundary",55975,8
51,2023,8,"Boundary",1471,7
51,2023,9,"Boundary",616,2
51,2024,5,"Boundary",0,0
51,2024,6,"Boundary",1,1
51,2024,7,"Boundary",3872,10
51,2024,8,"Boundary",65,10
51,2024,9,"Boundary",2,2
52,2017,5,"Prince Rupert",0,0
52,2017,6,"Prince Rupert",0,0
52,2017,7,"Prince Rupert",0,0
52,2017,8,"Prince Rupert",0,0
52,2017,9,"Prince Rupert",0,0
52,2018,5,"Prince Rupert",0,0
52,2018,6,"Prince Rupert",0,0
52,2018,7,"Prince Rupert",0,0
52,2018,8,"Prince Rupert",0,0
52,2018,9,"Prince Rupert",0,0
52,2019,5,"Prince Rupert",0,0
52,2019,6,"Prince Rupert",1,1
52,2019,7,"Prince Rupert",0,0
52,2019,8,"Prince Rupert",0,0
52,2019,9,"Prince Rupert",0,0
52,2020,5,"Prince Rupert",40,1
52,2020,6,"Prince Rupert",0,0
52,2020,7,"Prince Rupert",0,0
52,2020,8,"Prince Rupert",0,0
52,2020,9,"Prince Rupert",0,0
52,2021,5,"Prince Rupert",4,1
52,2021,6,"Prince Rupert",0,0
52,2021,7,"Prince Rupert",0,0
52,2021,8,"Prince Rupert",0,0
52,2021,9,"Prince Rupert",0,0
52,2022,5,"Prince Rupert",0,0
52,2022,6,"Prince Rupert",0,0
52,2022,7,"Prince Rupert",0,0
52,2022,8,"Prince Rupert",54,1
52,2022,9,"Prince Rupert",0,0
52,2023,5,"Prince Rupert",0,0
52,2023,6,"Prince Rupert",0,0
52,2023,7,"Prince Rupert",506,4
52,2023,8,"Prince Rupert",0,0
52,2023,9,"Prince Rupert",0,0
52,2024,5,"Prince Rupert",0,0
52,2024,6,"Prince Rupert",0,0
52,2024,7,"Prince Rupert",123,2
52,2024,8,"Prince Rupert",0,0
52,2024,9,"Prince Rupert",0,0
53,2017,5,"Okanagan-Similkameen",0,0
53,2017,6,"Okanagan-Similkameen",145,1
53,2017,7,"Okanagan-Similkameen",13868,5
53,2017,8,"Okanagan-Similkameen",2171,4
53,2017,9,"Okanagan-Similkameen",2189,4
53,2018,5,"Okanagan-Similkameen",9,2
53,2018,6,"Okanagan-Similkameen",13,2
53,2018,7,"Okanagan-Similkameen",36645,17
53,2018,8,"Okanagan-Similkameen",7307,12
53,2018,9,"Okanagan-Similkameen",2,1
53,2019,5,"Okanagan-Similkameen",870,2
53,2019,6,"Okanagan-Similkameen",11,1
53,2019,7,"Okanagan-Similkameen",0,0
53,2019,8,"Okanagan-Similkameen",2450,1
53,2019,9,"Okanagan-Similkameen",17,4
53,2020,5,"Okanagan-Similkameen",0,0
53,2020,6,"Okanagan-Similkameen",18,1
53,2020,7,"Okanagan-Similkameen",7,1
53,2020,8,"Okanagan-Similkameen",2135,7
53,2020,9,"Okanagan-Similkameen",0,0
53,2021,5,"Okanagan-Similkameen",5,3
53,2021,6,"Okanagan-Similkameen",49,3
53,2021,7,"Okanagan-Similkameen",25792,10
53,2021,8,"Okanagan-Similkameen",1173,4
53,2021,9,"Okanagan-Similkameen",167,2
53,2022,5,"Okanagan-Similkameen",0,0
53,2022,6,"Okanagan-Similkameen",0,0
53,2022,7,"Okanagan-Similkameen",6433,3
53,2022,8,"Okanagan-Similkameen",5787,7
53,2022,9,"Okanagan-Similkameen",563,5
53,2023,5,"Okanagan-Similkameen",3,1
53,2023,6,"Okanagan-Similkameen",34,1
53,2023,7,"Okanagan-Similkameen",55999,12
53,2023,8,"Okanagan-Similkameen",1372,3
53,2023,9,"Okanagan-Similkameen",616,2
53,2024,5,"Okanagan-Similkameen",0,0
53,2024,6,"Okanagan-Similkameen",1,1
53,2024,7,"Okanagan-Similkameen",4804,9
53,2024,8,"Okanagan-Similkameen",50,4
53,2024,9,"Okanagan-Similkameen",1,1
54,2017,5,"Bulkley Valley",3,1
54,2017,6,"Bulkley Valley",59,1
54,2017,7,"Bulkley Valley",7,1
54,2017,8,"Bulkley Valley",0,0
54,2017,9,"Bulkley Valley",0,0
54,2018,5,"Bulkley Valley",3,1
54,2018,6,"Bulkley Valley",96,1
54,2018,7,"Bulkley Valley",123741,7
54,2018,8,"Bulkley Valley",4196,5
54,2018,9,"Bulkley Valley",0,0
54,2019,5,"Bulkley Valley",2,1
54,2019,6,"Bulkley Valley",2,1
54,2019,7,"Bulkley Valley",0,0
54,2019,8,"Bulkley Valley",0,0
54,2019,9,"Bulkley Valley",0,0
54,2020,5,"Bulkley Valley",40,1
54,2020,6,"Bulkley Valley",0,0
54,2020,7,"Bulkley Valley",0,0
54,2020,8,"Bulkley Valley",6,1
54,2020,9,"Bulkley Valley",0,0
54,2021,5,"Bulkley Valley",0,0
54,2021,6,"Bulkley Valley",0,0
54,2021,7,"Bulkley Valley",267,2
54,2021,8,"Bulkley Valley",0,0
54,2021,9,"Bulkley Valley",0,0
54,2022,5,"Bulkley Valley",2,1
54,2022,6,"Bulkley Valley",0,0
54,2022,7,"Bulkley Valley",8,1
54,2022,8,"Bulkley Valley",337,3
54,2022,9,"Bulkley Valley",0,0
54,2023,5,"Bulkley Valley",114,5
54,2023,6,"Bulkley Valley",4,2
54,2023,7,"Bulkley Valley",34656,26
54,2023,8,"Bulkley Valley",293,7
54,2023,9,"Bulkley Valley",0,0
54,2024,5,"Bulkley Valley",6,1
54,2024,6,"Bulkley Valley",3,2
54,2024,7,"Bulkley Valley",59982,3
54,2024,8,"Bulkley Valley",1571,6
54,2024,9,"Bulkley Valley",0,0
57,2017,5,"Prince George",696,3
57,2017,6,"Prince George",2283,6
57,2017,7,"Prince George",435078,26
57,2017,8,"Prince George",1009,12
57,2017,9,"Prince George",147,3
57,2018,5,"Prince George",349,3
57,2018,6,"Prince George",2355,17
57,2018,7,"Prince George",82765,33
57,2018,8,"Prince George",33239,30
57,2018,9,"Prince George",117,4
57,2019,5,"Prince George",17,4
57,2019,6,"Prince George",78,4
57,2019,7,"Prince George",0,0
57,2019,8,"Prince George",0,0
57,2019,9,"Prince George",0,0
57,2020,5,"Prince George",27,4
57,2020,6,"Prince George",0,0
57,2020,7,"Prince George",0,0
57,2020,8,"Prince George",7,1
57,2020,9,"Prince George",0,0
57,2021,5,"Prince George",252,3
57,2021,6,"Prince George",28109,14
57,2021,7,"Prince George",21271,39
57,2021,8,"Prince George",7097,11
57,2021,9,"Prince George",0,0
57,2022,5,"Prince George",0,0
57,2022,6,"Prince George",1581,4
57,2022,7,"Prince George",15,2
57,2022,8,"Prince George",29849,14
57,2022,9,"Prince George",1474,5
57,2023,5,"Prince George",4148,16
57,2023,6,"Prince George",177520,15
57,2023,7,"Prince George",108789,65
57,2023,8,"Prince George",294,5
57,2023,9,"Prince George",55,4
57,2024,5,"Prince George",197,2
57,2024,6,"Prince George",463,2
57,2024,7,"Prince George",23140,54
57,2024,8,"Prince George",1083,11
57,2024,9,"Prince George",25,1
58,2017,5,"Nicola-Similkameen",12,3
58,2017,6,"Nicola-Similkameen",304,3
58,2017,7,"Nicola-Similkameen",195238,15
58,2017,8,"Nicola-Similkameen",505,6
58,2017,9,"Nicola-Similkameen",2192,6
58,2018,5,"Nicola-Similkameen",413,7
58,2018,6,"Nicola-Similkameen",84,8
58,2018,7,"Nicola-Similkameen",37309,26
58,2018,8,"Nicola-Similkameen",10496,19
58,2018,9,"Nicola-Similkameen",0,0
58,2019,5,"Nicola-Similkameen",1088,6
58,2019,6,"Nicola-Similkameen",5,2
58,2019,7,"Nicola-Similkameen",0,0
58,2019,8,"Nicola-Similkameen",55,3
58,2019,9,"Nicola-Similkameen",29,6
58,2020,5,"Nicola-Similkameen",6,3
58,2020,6,"Nicola-Similkameen",2,1
58,2020,7,"Nicola-Similkameen",39,3
58,2020,8,"Nicola-Similkameen",2083,11
58,2020,9,"Nicola-Similkameen",27,1
58,2021,5,"Nicola-Similkameen",30,5
58,2021,6,"Nicola-Similkameen",168035,13
58,2021,7,"Nicola-Similkameen",178262,34
58,2021,8,"Nicola-Similkameen",1269,8
58,2021,9,"Nicola-Similkameen",177,4
58,2022,5,"Nicola-Similkameen",27,4
58,2022,6,"Nicola-Similkameen",4,1
58,2022,7,"Nicola-Similkameen",11124,12
58,2022,8,"Nicola-Similkameen",7102,22
58,2022,9,"Nicola-Similkameen",1125,7
58,2023,5,"Nicola-Similkameen",5,1
58,2023,6,"Nicola-Similkameen",46,4
58,2023,7,"Nicola-Similkameen",120550,26
58,2023,8,"Nicola-Similkameen",2436,10
58,2023,9,"Nicola-Similkameen",616,2
58,2024,5,"Nicola-Similkameen",77,4
58,2024,6,"Nicola-Similkameen",1,1
58,2024,7,"Nicola-Similkameen",27105,18
58,2024,8,"Nicola-Similkameen",884,7
58,2024,9,"Nicola-Similkameen",0,0
59,2017,5,"Peace River South",6,1
59,2017,6,"Peace River South",30,2
59,2017,7,"Peace River South",0,0
59,2017,8,"Peace River South",375,5
59,2017,9,"Peace River South",58,1
59,2018,5,"Peace River South",361,11
59,2018,6,"Peace River South",111,7
59,2018,7,"Peace River South",0,0
59,2018,8,"Peace River South",138,2
59,2018,9,"Peace River South",3,1
59,2019,5,"Peace River South",318,4
59,2019,6,"Peace River South",3,1
59,2019,7,"Peace River South",10,1
59,2019,8,"Peace River South",0,0
59,2019,9,"Peace River South",0,0
59,2020,5,"Peace River South",17,4
59,2020,6,"Peace River South",0,0
59,2020,7,"Peace River South",0,0
59,2020,8,"Peace River South",44,1
59,2020,9,"Peace River South",0,0
59,2021,5,"Peace River South",35,4
59,2021,6,"Peace River South",4451,9
59,2021,7,"Peace River South",225,4
59,2021,8,"Peace River South",9278,6
59,2021,9,"Peace River South",0,0
59,2022,5,"Peace River South",108,3
59,2022,6,"Peace River South",1577,2
59,2022,7,"Peace River South",2,1
59,2022,8,"Peace River South",36197,12
59,2022,9,"Peace River South",1491,7
59,2023,5,"Peace River South",33102,18
