"SCHOOL_DISTRICT_NUMBER","SCHOOL_DISTRICT_NAME","year","GRADE","NUMBER_WRITERS","AVG_SCORE","MEDIAN_SCORE","STDEV_SCORE","pm25","burned_ha_75km","fire_count_75km","AVG_SCORE_Z"
71,"Comox Valley",2017,"07","497",377.6459,427,198.2775,6.21878819465637,19,6,0.0538879406877021
72,"Campbell River",2017,"07","250",285.314,355,207.8311,7.59738283157349,24893,10,-0.353002301683097
73,"Kamloops-Thompson",2017,"07","970",425.2294,447,153.3592,14.3830002784729,209031,71,0.263579952309373
74,"Gold Trail",2017,"07","96",371.2358,388.5,144.2799,13.2089817047119,428476,40,0.0256397713917052
75,"Mission",2017,"07","382",364.4051,395,156.0146,6.52634077072144,192,8,-0.00446190721083862
78,"Fraser-Cascade",2017,"07","96",270.9643,336.5,201.0177,8.42314310073852,194997,18,-0.416238874427168
79,"Cowichan Valley",2017,"07","320",252.9231,327,230.8996,4.94328417778015,21,6,-0.495743230350311
81,"Fort Nelson",2017,"07","48",484.8214,556.5,207.1062,4.51610283851624,3779,17,0.526191285157075
82,"Coast Mountains",2017,"07","202",235.8216,311,209.6747,3.70822887420654,232,4,-0.571106495699603
83,"K̓wsaltktnéws ne Secwepemcúl’ecw",2017,"07","437",390.4062,418,154.1623,13.4093273162842,8841,47,0.110120310645692
84,"Vancouver Island West",2017,"07","Msk",273.88,345,167.9879,4.4329674243927,96,6,-0.403389903706534
85,"Vancouver Island North",2017,"07","90",390.7129,427,161.2596,6.16523199081421,31466,7,0.111471882933657
87,"Stikine",2017,"07","Msk",226.0909,343,185.777,2.9243688583374,204,5,-0.613987957918376
91,"Nechako Lakes",2017,"07","219",330.5842,388,191.1106,4.86771893501282,453095,50,-0.153504591247435
92,"Nisga'a",2017,"07","32",307.8,314,116.8541,3.017711353302,0,0,-0.253910503616018
5,"Southeast Kootenay",2018,"04","388",397.5348,440,175.1103,12.6376718997955,29665,30,0.156706285462064
6,"Rocky Mountain",2018,"04","272",451.1601,460,124.1724,11.2446471691132,52689,118,0.390595293808747
8,"Kootenay Lake",2018,"04","307",358.6796,427,204.0386,12.8882201194763,50016,105,-0.012762308599173
10,"Arrow Lakes",2018,"04","28",369.9444,455,226.3976,11.3472407341003,42319,99,0.0363695918512433
19,"Revelstoke",2018,"04","76",444.4512,476,154.3991,10.9126792907715,27508,120,0.361334143417102
20,"Kootenay-Columbia",2018,"04","136",226.7722,0,243.6712,16.2485754013062,36779,55,-0.58808199873777
22,"Vernon",2018,"04","598",399.428,451,181.6904,11.6817746162415,26764,114,0.16496355713424
23,"Central Okanagan",2018,"04","1350",361.9404,445,222.6969,11.4885717391968,52917,73,0.00145980817065144
27,"Cariboo-Chilcotin",2018,"04","336",405.9368,431,151.377,21.8169348716736,313638,139,0.19335196293387
28,"Quesnel",2018,"04","151",219.9486,241,198.9039,24.9274497032166,407068,90,-0.61784341801849
33,"Chilliwack",2018,"04","997",424.0081,454,168.9602,7.45417404174805,25548,14,0.272170700293575
34,"Abbotsford",2018,"04","1425",441.7021,461,142.2186,6.900634765625,6328,9,0.349343827785379
35,"Langley",2018,"04","1480",425.8438,464,169.5468,6.34212689399719,555,7,0.280177183289885
36,"Surrey",2018,"04","3425",285.7478,365,234.6624,7.08564748764038,555,7,-0.330857431217389
37,"Delta",2018,"04","890",380.6993,451,206.8469,7.14067115783691,415,10,0.0832775419394992
38,"Richmond",2018,"04","833",313.5968,420,274.2494,7.22820310592651,413,9,-0.209392842796499
39,"Vancouver",2018,"04","1944",265.7451,316.5,260.0563,6.87643928527832,328,7,-0.41810005116089
40,"New Westminster",2018,"04","367",331.2464,437,252.6588,8.44393920898438,130,6,-0.132413367777886
41,"Burnaby",2018,"04","1127",327.7866,446,259.2241,7.83513355255127,130,6,-0.147503431443317
42,"Maple Ridge-Pitt Meadows",2018,"04","330",134.3735,0,213.6147,6.32425827980042,2255,13,-0.991082826994631
43,"Coquitlam",2018,"04","1791",356.658,436,221.7337,5.41067371368408,970,11,-0.0215796022884139
44,"North Vancouver",2018,"04","991",424.286,474,187.8261,4.82933602333069,320,10,0.273382772867893
45,"West Vancouver",2018,"04","466",501.6654,564,211.9371,5.50861539840698,327,6,0.610876290525814
46,"Sunshine Coast",2018,"04","226",391.5824,448,199.8279,6.53740539550781,5140,23,0.130744641736382
47,"qathet",2018,"04","127",327.8659,373,202.1571,7.57529215812683,6240,22,-0.147157561147731
48,"Sea to Sky",2018,"04","358",414.6558,445.5,164.7073,7.38656139373779,6955,29,0.231380249279582
49,"Central Coast",2018,"04","Msk",233.381,302,181.7824,17.6007172584534,310505,23,-0.559257438719242
50,"Haida Gwaii",2018,"04","26",376.2258,425,187.0302,2.92772517204285,0,0,0.0637661829570993
51,"Boundary",2018,"04","66",361.3596,454,227.1927,12.3873544692993,57871,87,-0.00107337553270791
52,"Prince Rupert",2018,"04","131",382.9034,413,154.7972,2.79759068489075,0,0,0.0928908170782289
53,"Okanagan Similkameen",2018,"04","138",420.5232,452,154.7956,13.6062047958374,47640,46,0.2569711619192
54,"Bulkley Valley",2018,"04","146",407.1392,421.5,158.7078,10.7705777645111,276624,28,0.198596281261899
57,"Prince George",2018,"04","970",394.2733,424,156.0446,11.8408372879028,146483,127,0.142481115612707
58,"Nicola-Similkameen",2018,"04","132",378.1333,408,171.2035,9.62467088699341,50696,74,0.0720858246825779
59,"Peace River South",2018,"04","244",419.7556,444,158.7981,9.5315938949585,741,27,0.25362324213494
60,"Peace River North",2018,"04","476",418.2539,437,140.5726,8.92743110656738,61443,82,0.247073514229749
61,"Greater Victoria",2018,"04","799",257.9489,318.5,253.5494,6.56635465621948,104,4,-0.452103506374612
62,"Sooke",2018,"04","314",172.4994,0,229.4617,5.8392352104187,345,8,-0.824795105651817
63,"Saanich",2018,"04","350",360.8917,450,227.2838,6.39063911437988,306,7,-0.00311414112293137
64,"Gulf Islands",2018,"04","56",228.6935,0,261.3746,6.19214363098145,306,7,-0.579702167730083
67,"Okanagan Skaha",2018,"04","425",456.4717,477,126.5759,10.6810829162598,44269,53,0.413762061299731
68,"Nanaimo-Ladysmith",2018,"04","753",297.6785,372,225.9251,5.76721782684326,353,11,-0.278821179823331
69,"Qualicum",2018,"04","268",377.1175,425,178.9346,5.33141593933105,302,10,0.0676553701270124
70,"Pacific Rim",2018,"04","295",428.7418,443,125.6859,6.80346655845642,3732,26,0.292816932553548
71,"Comox Valley",2018,"04","424",316.5016,410.5,234.7148,6.66310815811157,1841,13,-0.196723435045951
72,"Campbell River",2018,"04","367",379.7512,423,185.1064,7.8218900680542,38845,48,0.0791423637901277
73,"Kamloops-Thompson",2018,"04","1154",447.316,466,136.4456,11.3931482315063,44593,157,0.373829089480091
74,"Gold Trail",2018,"04","75",381.6627,421,145.9889,10.3572073459625,21986,74,0.087479451684362
75,"Mission",2018,"04","375",364.9814,436,213.2306,5.89046812057495,8641,17,0.0147232579673381
78,"Fraser-Cascade",2018,"04","82",257.9209,320,226.8483,7.58072080612183,45326,42,-0.452225629555903
79,"Cowichan Valley",2018,"04","307",223.9354,240.5,226.5825,5.89190812110901,353,11,-0.600454821619467
81,"Fort Nelson",2018,"04","55",554.8525,603,195.231,12.6449465751648,210172,62,0.842854071085287
82,"Coast Mountains",2018,"04","262",350.2539,405,186.2686,6.04426651000977,292501,35,-0.0495113546208578
83,"K̓wsaltktnéws ne Secwepemcúl’ecw",2018,"04","458",403.5787,435,159.5802,11.7504535675049,15539,113,0.183067010298037
84,"Vancouver Island West",2018,"04","17",330.5714,341,206.1258,7.38992066383362,5269,37,-0.135357408755447
85,"Vancouver Island North",2018,"04","84",426.1935,464,165.2111,7.76472616195679,70765,48,0.281702414593371
87,"Stikine",2018,"04","Msk",220.9231,251,230.8129,8.82557821273804,283762,39,-0.61359309515533
91,"Nechako Lakes",2018,"04","206",360.0315,400.5,198.2035,22.9446781158447,510891,110,-0.00686593971389164
92,"Nisga'a",2018,"04","30",301.3429,311,143.9593,4.02276287078857,3967,8,-0.262838744626035
5,"Southeast Kootenay",2018,"07","396",385.0852,416,160.7237,12.6376718997955,29665,30,0.122797731503708
6,"Rocky Mountain",2018,"07","230",465.6639,484,129.6993,11.2446471691132,52689,118,0.470682327626403
8,"Kootenay Lake",2018,"07","313",352.2088,406.5,193.9333,12.8882201194763,50016,105,-0.019140437466109
10,"Arrow Lakes",2018,"07","31",397.1053,477,209.2674,11.3472407341003,42319,99,0.174692433625415
