"year","DISTRICT_NUMBER","DISTRICT_NAME","SUB_POPULATION","GRADE","FSA_SKILL_CODE","NUMBER_WRITERS","AVG_SCORE","MEDIAN_SCORE","STDEV_SCORE"
2022,40,"New Westminster","All Students","07","Numeracy","366",475.0784,480.9613,98.6355
2022,41,"Burnaby","All Students","07","Numeracy","1013",504.3264,515.4057,110.3847
2022,42,"Maple Ridge-Pitt Meadows","All Students","07","Numeracy","270",422.9648,407.479,109.6285
2022,43,"Coquitlam","All Students","07","Numeracy","1619",460.4568,463.1007,106.4825
2022,44,"North Vancouver","All Students","07","Numeracy","1124",492.0295,500.2533,100.647
2022,45,"West Vancouver","All Students","07","Numeracy","468",578.09,582.5758,98.6868
2022,46,"Sunshine Coast","All Students","07","Numeracy","225",457.819,462.4647,99.6921
2022,47,"qathet","All Students","07","Numeracy","168",463.3092,461.6319,116.3092
2022,48,"Sea to Sky","All Students","07","Numeracy","367",422.7417,424.7265,96.7422
2022,49,"Central Coast","All Students","07","Numeracy","17",450.7097,454.0697,150.3104
2022,50,"Haida Gwaii","All Students","07","Numeracy","39",369.5883,339.0667,97.1818
2022,51,"Boundary","All Students","07","Numeracy","107",442.5169,434.9296,95.6997
2022,52,"Prince Rupert","All Students","07","Numeracy","136",367.542,346.1678,96.5308
2022,53,"Okanagan Similkameen","All Students","07","Numeracy","153",456.0134,454.4437,95.2221
2022,54,"Bulkley Valley","All Students","07","Numeracy","148",438.5889,425.6384,104.533
2022,57,"Prince George","All Students","07","Numeracy","932",420.3427,417.843,97.615
2022,58,"Nicola-Similkameen","All Students","07","Numeracy","126",434.5661,424.3419,106.0141
2022,59,"Peace River South","All Students","07","Numeracy","252",446.6342,444.9216,98.7311
2022,60,"Peace River North","All Students","07","Numeracy","397",425.0991,423.4756,99.3685
2022,61,"Greater Victoria","All Students","07","Numeracy","783",448.0368,446.5239,109.4938
2022,62,"Sooke","All Students","07","Numeracy","457",404.9559,403.1716,104.9221
2022,63,"Saanich","All Students","07","Numeracy","312",459.7716,462.086,107.1501
2022,64,"Gulf Islands","All Students","07","Numeracy","137",477.3722,492.2957,95.422
2022,67,"Okanagan Skaha","All Students","07","Numeracy","426",433.947,431.2608,89.9863
2022,68,"Nanaimo-Ladysmith","All Students","07","Numeracy","743",425.6424,420.2224,109.4429
2022,69,"Qualicum","All Students","07","Numeracy","283",450.879,456.8949,99.076
2022,70,"Pacific Rim","All Students","07","Numeracy","277",429.1321,428.6588,94.0222
2022,71,"Comox Valley","All Students","07","Numeracy","599",445.9463,442.5547,101.0389
2022,72,"Campbell River","All Students","07","Numeracy","362",420.5887,421.9885,101.0458
2022,73,"Kamloops-Thompson","All Students","07","Numeracy","1066",449.8948,451.3229,94.8663
2022,74,"Gold Trail","All Students","07","Numeracy","75",424.1921,416.0674,116.0584
2022,75,"Mission","All Students","07","Numeracy","236",387.4856,376.9593,92.1652
2022,78,"Fraser-Cascade","All Students","07","Numeracy","63",380.9772,380.4131,96.2541
2022,79,"Cowichan Valley","All Students","07","Numeracy","549",408.1319,403.0615,103.3487
2022,81,"Fort Nelson","All Students","07","Numeracy","47",516.1151,501.3053,50.6557
2022,82,"Coast Mountains","All Students","07","Numeracy","208",365.6418,352.391,91.791
2022,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","07","Numeracy","499",436.8484,431.0515,94.6525
2022,84,"Vancouver Island West","All Students","07","Numeracy","29",331.5917,320.2208,81.8794
2022,85,"Vancouver Island North","All Students","07","Numeracy","92",449.6271,446.3816,103.9819
2022,87,"Stikine","All Students","07","Numeracy","13",348.8475,338.3542,86.6159
2022,91,"Nechako Lakes","All Students","07","Numeracy","232",436.6691,425.4659,99.4605
2022,92,"Nisga'a","All Students","07","Numeracy","29",355.1004,366.1041,77.6014
2023,5,"Southeast Kootenay","All Students","04","Numeracy","354",426.5533,428.9039,95.4177
2023,6,"Rocky Mountain","All Students","04","Numeracy","267",455.1988,460.5193,91.9214
2023,8,"Kootenay Lake","All Students","04","Numeracy","291",446.2221,449.4353,107.2321
2023,10,"Arrow Lakes","All Students","04","Numeracy","36",498.1172,494.5229,82.1094
2023,19,"Revelstoke","All Students","04","Numeracy","92",496.8447,504.0633,103.1459
2023,20,"Kootenay-Columbia","All Students","04","Numeracy","309",458.8519,459.5878,97.4808
2023,22,"Vernon","All Students","04","Numeracy","609",465.0255,467.9795,95.0256
2023,23,"Central Okanagan","All Students","04","Numeracy","1508",469.0367,471.8844,96.6761
2023,27,"Cariboo-Chilcotin","All Students","04","Numeracy","321",424.5001,417.0416,107.7225
2023,28,"Quesnel","All Students","04","Numeracy","145",392.5803,398.2256,114.1238
2023,33,"Chilliwack","All Students","04","Numeracy","968",482.2463,485.8175,100.9763
2023,34,"Abbotsford","All Students","04","Numeracy","1357",461.5649,461.5606,97.2191
2023,35,"Langley","All Students","04","Numeracy","1777",471.3492,473.2653,102.8869
2023,36,"Surrey","All Students","04","Numeracy","4480",439.582,439.6649,109.132
2023,37,"Delta","All Students","04","Numeracy","794",451.9669,457.9817,103.4961
2023,38,"Richmond","All Students","04","Numeracy","1472",502.4993,507.87,97.8044
2023,39,"Vancouver","All Students","04","Numeracy","2182",495.684,503.471,112.4034
2023,40,"New Westminster","All Students","04","Numeracy","425",483.1274,483.4802,101.2077
2023,41,"Burnaby","All Students","04","Numeracy","1227",502.4164,509.4403,104.8474
2023,42,"Maple Ridge-Pitt Meadows","All Students","04","Numeracy","417",450.2153,449.0326,97.2811
2023,43,"Coquitlam","All Students","04","Numeracy","1766",479.6366,482.2461,106.3507
2023,44,"North Vancouver","All Students","04","Numeracy","1124",484.8569,490.6568,108.966
2023,45,"West Vancouver","All Students","04","Numeracy","420",571.873,582.1004,91.1542
2023,46,"Sunshine Coast","All Students","04","Numeracy","223",482.9021,481.5229,88.1253
2023,47,"qathet","All Students","04","Numeracy","167",468.3897,467.43,120.3551
2023,48,"Sea to Sky","All Students","04","Numeracy","322",465.486,470.4254,94.4768
2023,49,"Central Coast","All Students","04","Numeracy","12",459.7298,483.7964,122.4656
2023,50,"Haida Gwaii","All Students","04","Numeracy","29",373.725,343.478,114.8645
2023,51,"Boundary","All Students","04","Numeracy","88",452.334,460.3367,100.6286
2023,52,"Prince Rupert","All Students","04","Numeracy","76",419.1859,410.9845,121.1566
2023,53,"Okanagan Similkameen","All Students","04","Numeracy","180",450.3417,453.0082,97.0515
2023,54,"Bulkley Valley","All Students","04","Numeracy","135",430.138,426.0387,94.9386
2023,57,"Prince George","All Students","04","Numeracy","873",427.1507,430.9376,100.3544
2023,58,"Nicola-Similkameen","All Students","04","Numeracy","123",418.1916,418.8259,112.3279
2023,59,"Peace River South","All Students","04","Numeracy","277",451.6885,452.3185,94.7908
2023,60,"Peace River North","All Students","04","Numeracy","408",449.3075,446.1891,93.2826
2023,61,"Greater Victoria","All Students","04","Numeracy","935",483.2132,489.9402,98.8907
2023,62,"Sooke","All Students","04","Numeracy","659",428.6858,435.4515,106.3956
2023,63,"Saanich","All Students","04","Numeracy","421",478.6054,481.299,98.1663
2023,64,"Gulf Islands","All Students","04","Numeracy","88",495.4485,498.851,95.3241
2023,67,"Okanagan Skaha","All Students","04","Numeracy","366",458.8012,459.6502,98.6583
2023,68,"Nanaimo-Ladysmith","All Students","04","Numeracy","986",435.8732,438.655,108.8852
2023,69,"Qualicum","All Students","04","Numeracy","294",476.3114,478.7007,98.4662
2023,70,"Pacific Rim","All Students","04","Numeracy","273",409.531,412.3534,96.1672
2023,71,"Comox Valley","All Students","04","Numeracy","616",447.1293,444.874,107.7389
2023,72,"Campbell River","All Students","04","Numeracy","445",435.3031,441.0729,98.5291
2023,73,"Kamloops-Thompson","All Students","04","Numeracy","1162",452.7271,454.6869,94.2993
2023,74,"Gold Trail","All Students","04","Numeracy","67",396.9076,379.9905,105.1727
2023,75,"Mission","All Students","04","Numeracy","288",419.6222,422.4941,99.5478
2023,78,"Fraser-Cascade","All Students","04","Numeracy","84",427.0019,436.8473,97.387
2023,79,"Cowichan Valley","All Students","04","Numeracy","604",413.2018,417.1469,103.3003
2023,81,"Fort Nelson","All Students","04","Numeracy","57",517.2515,508.0259,76.4375
2023,82,"Coast Mountains","All Students","04","Numeracy","277",423.9073,428.6407,106.0676
2023,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","04","Numeracy","444",452.8416,451.5226,90.6059
2023,84,"Vancouver Island West","All Students","04","Numeracy","16",460.4927,464.1881,117.2414
2023,85,"Vancouver Island North","All Students","04","Numeracy","66",474.2105,472.86,77.4531
2023,87,"Stikine","All Students","04","Numeracy","11",377.5567,382.0052,108.6669
2023,91,"Nechako Lakes","All Students","04","Numeracy","175",421.3016,425.0979,93.7596
2023,92,"Nisga'a","All Students","04","Numeracy","23",291.2579,275.8216,74.805
2023,5,"Southeast Kootenay","All Students","07","Numeracy","400",399.3926,390.5723,97.1669
2023,6,"Rocky Mountain","All Students","07","Numeracy","255",438.5415,442.5319,90.474
2023,8,"Kootenay Lake","All Students","07","Numeracy","356",441.7334,454.3759,107.6374
2023,10,"Arrow Lakes","All Students","07","Numeracy","29",488.0373,520.6046,111.8957
2023,19,"Revelstoke","All Students","07","Numeracy","91",490.4037,493.8277,100.7997
2023,20,"Kootenay-Columbia","All Students","07","Numeracy","367",444.5468,441.3577,98.6715
2023,22,"Vernon","All Students","07","Numeracy","624",444.9858,441.3493,96.2299
2023,23,"Central Okanagan","All Students","07","Numeracy","1465",419.2567,419.2212,102.6548
2023,27,"Cariboo-Chilcotin","All Students","07","Numeracy","334",424.346,426.672,105.7494
2023,28,"Quesnel","All Students","07","Numeracy","117",326.6383,310.2013,95.29
2023,33,"Chilliwack","All Students","07","Numeracy","974",428.9467,427.0244,99.1861
2023,34,"Abbotsford","All Students","07","Numeracy","1405",434.2337,432.5758,98.8764
2023,35,"Langley","All Students","07","Numeracy","1830",444.6379,449.3055,114.481
2023,36,"Surrey","All Students","07","Numeracy","4874",434.4648,432.3687,113.7892
2023,37,"Delta","All Students","07","Numeracy","765",450.2614,456.4494,101.1713
2023,38,"Richmond","All Students","07","Numeracy","1395",516.1446,522.4508,107.2843
2023,39,"Vancouver","All Students","07","Numeracy","1999",495.5757,504.7308,114.3697
2023,40,"New Westminster","All Students","07","Numeracy","372",462.3172,455.0259,112.2093
2023,41,"Burnaby","All Students","07","Numeracy","1141",494.7243,500.6694,111.4638
2023,42,"Maple Ridge-Pitt Meadows","All Students","07","Numeracy","304",427.5578,428.1407,103.342
2023,43,"Coquitlam","All Students","07","Numeracy","1746",461.7864,467.6285,110.7819
2023,44,"North Vancouver","All Students","07","Numeracy","1107",493.3729,495.7971,97.989
2023,45,"West Vancouver","All Students","07","Numeracy","533",560.4676,564.1585,88.9169
2023,46,"Sunshine Coast","All Students","07","Numeracy","229",463.4171,453.4956,95.1928
2023,47,"qathet","All Students","07","Numeracy","160",414.2639,402.4696,98.7991
2023,48,"Sea to Sky","All Students","07","Numeracy","347",414.5495,413.6112,106.7641
2023,49,"Central Coast","All Students","07","Numeracy","12",394.161,375.6655,104.9106
2023,50,"Haida Gwaii","All Students","07","Numeracy","41",378.635,374.3928,86.8741
2023,51,"Boundary","All Students","07","Numeracy","90",444.6516,435.1479,97.6136
2023,52,"Prince Rupert","All Students","07","Numeracy","68",360.7867,352.1182,83.1476
2023,53,"Okanagan Similkameen","All Students","07","Numeracy","202",442.5028,446.3946,100.8772
2023,54,"Bulkley Valley","All Students","07","Numeracy","141",439.3907,413.2249,131.9556
2023,57,"Prince George","All Students","07","Numeracy","879",421.3075,414.0032,104.7601
2023,58,"Nicola-Similkameen","All Students","07","Numeracy","153",430.301,415.3712,128.7842
2023,59,"Peace River South","All Students","07","Numeracy","301",425.0558,427.1502,91.4204
2023,60,"Peace River North","All Students","07","Numeracy","408",408.4302,411.7332,101.1263
2023,61,"Greater Victoria","All Students","07","Numeracy","791",454.367,458.8557,109.8478
2023,62,"Sooke","All Students","07","Numeracy","614",403.6707,402.5432,102.7121
2023,63,"Saanich","All Students","07","Numeracy","302",456.9721,459.3015,113.035
2023,64,"Gulf Islands","All Students","07","Numeracy","99",460.4996,466.6075,102.6034
2023,67,"Okanagan Skaha","All Students","07","Numeracy","384",432.8942,430.6834,93.8359
2023,68,"Nanaimo-Ladysmith","All Students","07","Numeracy","1001",420.4656,423.7486,113.3457
2023,69,"Qualicum","All Students","07","Numeracy","315",466.6329,483.3418,101.205
2023,70,"Pacific Rim","All Students","07","Numeracy","262",412.8032,414.9376,95.2343
2023,71,"Comox Valley","All Students","07","Numeracy","664",455.3574,453.2433,103.7552
2023,72,"Campbell River","All Students","07","Numeracy","418",418.7531,420.2232,104.3173
2023,73,"Kamloops-Thompson","All Students","07","Numeracy","1148",437.5768,438.7389,97.7744
2023,74,"Gold Trail","All Students","07","Numeracy","73",411.8846,397.3053,118.8125
2023,75,"Mission","All Students","07","Numeracy","271",384.5571,391.6217,100.1566
2023,78,"Fraser-Cascade","All Students","07","Numeracy","89",351.673,344.8542,86.3691
2023,79,"Cowichan Valley","All Students","07","Numeracy","620",403.9465,398.8948,104.5945
2023,81,"Fort Nelson","All Students","07","Numeracy","56",492.0403,488.9477,88.6032
2023,82,"Coast Mountains","All Students","07","Numeracy","270",375.4883,364.599,90.6603
2023,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","07","Numeracy","469",424.7502,419.9059,95.5775
2023,84,"Vancouver Island West","All Students","07","Numeracy","31",437.9958,437.9296,131.9474
2023,85,"Vancouver Island North","All Students","07","Numeracy","87",430.479,417.5005,104.2948
2023,87,"Stikine","All Students","07","Numeracy","10",378.6028,356.4207,87.9018
2023,91,"Nechako Lakes","All Students","07","Numeracy","183",412.1943,406.1074,96.2913
2023,92,"Nisga'a","All Students","07","Numeracy","13",338.3941,326.8358,77.5169
2024,5,"Southeast Kootenay","All Students","04","Numeracy","395",421.4889,416.7062,97.1828
2024,6,"Rocky Mountain","All Students","04","Numeracy","244",459.7221,457.8566,82.2295
2024,8,"Kootenay Lake","All Students","04","Numeracy","289",459.3902,468.8878,94.2599
2024,10,"Arrow Lakes","All Students","04","Numeracy","38",464.2687,465.2165,82.7829
2024,19,"Revelstoke","All Students","04","Numeracy","79",505.6035,506.9646,77.64
2024,20,"Kootenay-Columbia","All Students","04","Numeracy","302",451.0752,451.7767,101.1168
2024,22,"Vernon","All Students","04","Numeracy","618",456.7274,464.6976,99.0085
2024,23,"Central Okanagan","All Students","04","Numeracy","1783",476.1735,479.0753,88.9733
2024,27,"Cariboo-Chilcotin","All Students","04","Numeracy","306",450.5951,450.136,86.2883
2024,28,"Quesnel","All Students","04","Numeracy","147",376.7466,357.8009,106.1201
2024,33,"Chilliwack","All Students","04","Numeracy","1066",489.5731,487.215,98.5974
2024,34,"Abbotsford","All Students","04","Numeracy","1387",453.2361,454.406,94.204
2024,35,"Langley","All Students","04","Numeracy","1746",470.4335,473.0947,99.9945
2024,36,"Surrey","All Students","04","Numeracy","5006",444.1784,444.7055,102.9103
2024,37,"Delta","All Students","04","Numeracy","972",459.1924,457.5291,100.4013
2024,38,"Richmond","All Students","04","Numeracy","1419",521.7135,526.5556,95.1601
2024,39,"Vancouver","All Students","04","Numeracy","2378",493.0764,501.355,107.1895
2024,40,"New Westminster","All Students","04","Numeracy","502",491.4883,489.0483,95.6008
2024,41,"Burnaby","All Students","04","Numeracy","1315",503.8222,507.1833,102.9895
2024,42,"Maple Ridge-Pitt Meadows","All Students","04","Numeracy","496",436.2005,436.121,98.2341
2024,43,"Coquitlam","All Students","04","Numeracy","2191",480.473,484.9065,101.9517
2024,44,"North Vancouver","All Students","04","Numeracy","1162",493.8034,499.5214,99.9037
2024,45,"West Vancouver","All Students","04","Numeracy","464",567.6902,566.3952,85.2185
2024,46,"Sunshine Coast","All Students","04","Numeracy","243",471.2989,477.4245,81.4967
2024,47,"qathet","All Students","04","Numeracy","184",469.2062,463.7816,119.7598
2024,48,"Sea to Sky","All Students","04","Numeracy","362",452.2542,454.7808,91.7169
2024,49,"Central Coast","All Students","04","Numeracy","Msk",411.5772,412.117,59.9396
2024,50,"Haida Gwaii","All Students","04","Numeracy","36",403.794,422.8651,103.4057
2024,51,"Boundary","All Students","04","Numeracy","91",467.684,473.2755,88.4506
2024,52,"Prince Rupert","All Students","04","Numeracy","103",387.5216,365.651,107.9324
2024,53,"Okanagan Similkameen","All Students","04","Numeracy","164",468.9566,477.7137,90.316
2024,54,"Bulkley Valley","All Students","04","Numeracy","124",465.7687,466.1937,103.0755
2024,57,"Prince George","All Students","04","Numeracy","842",441.7513,453.2565,100.2559
2024,58,"Nicola-Similkameen","All Students","04","Numeracy","117",450.6352,460.883,101.0537
2024,59,"Peace River South","All Students","04","Numeracy","275",455.5137,457.9709,91.1361
2024,60,"Peace River North","All Students","04","Numeracy","433",460.2181,459.1763,87.3981
2024,61,"Greater Victoria","All Students","04","Numeracy","1290",478.0679,486.8346,100.7669
2024,62,"Sooke","All Students","04","Numeracy","813",444.9656,450.9937,93.054
2024,63,"Saanich","All Students","04","Numeracy","430",474.68,484.9823,98.0833
2024,64,"Gulf Islands","All Students","04","Numeracy","97",475.0226,495.253,90.8901
2024,67,"Okanagan Skaha","All Students","04","Numeracy","387",472.0885,475.0376,90.9762
2024,68,"Nanaimo-Ladysmith","All Students","04","Numeracy","1066",431.6865,437.19,104.7456
2024,69,"Qualicum","All Students","04","Numeracy","320",492.341,501.4199,94.2222
2024,70,"Pacific Rim","All Students","04","Numeracy","288",456.3192,461.6997,94.2916
2024,71,"Comox Valley","All Students","04","Numeracy","670",467.4123,467.877,105.2195
2024,72,"Campbell River","All Students","04","Numeracy","405",424.848,427.1372,94.9895
2024,73,"Kamloops-Thompson","All Students","04","Numeracy","1174",468.7996,475.9251,90.9678
2024,74,"Gold Trail","All Students","04","Numeracy","77",426.4777,421.1528,85.2922
2024,75,"Mission","All Students","04","Numeracy","514",427.9353,430.9463,106.7842
2024,78,"Fraser-Cascade","All Students","04","Numeracy","129",450.1642,448.0236,94.0219
2024,79,"Cowichan Valley","All Students","04","Numeracy","599",428.5838,434.2563,104.6464
2024,81,"Fort Nelson","All Students","04","Numeracy","37",535.5905,532.8791,64.2634
2024,82,"Coast Mountains","All Students","04","Numeracy","251",427.4575,429.9414,98.1955
2024,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","04","Numeracy","517",462.8701,467.009,91.5712
2024,84,"Vancouver Island West","All Students","04","Numeracy","21",471.8756,478.4418,111.4594
2024,85,"Vancouver Island North","All Students","04","Numeracy","71",448.3224,451.8885,83.4209
2024,87,"Stikine","All Students","04","Numeracy","Msk",378.1971,346.1253,126.4418
2024,91,"Nechako Lakes","All Students","04","Numeracy","183",428.8859,428.326,97.9806
2024,92,"Nisga'a","All Students","04","Numeracy","22",352.1156,356.7444,91.3194
2024,5,"Southeast Kootenay","All Students","07","Numeracy","443",412.5784,406.3452,89.8207
2024,6,"Rocky Mountain","All Students","07","Numeracy","280",456.4447,445.8446,90.5411
2024,8,"Kootenay Lake","All Students","07","Numeracy","300",452.542,444.6737,99.2046
2024,10,"Arrow Lakes","All Students","07","Numeracy","32",442.1583,419.5234,104.6118
2024,19,"Revelstoke","All Students","07","Numeracy","82",467.8373,466.0305,90.3843
2024,20,"Kootenay-Columbia","All Students","07","Numeracy","331",451.5587,451.9804,96.3479
2024,22,"Vernon","All Students","07","Numeracy","641",460.6319,456.5255,101.2093
2024,23,"Central Okanagan","All Students","07","Numeracy","1661",424.8076,418.8598,94.5442
2024,27,"Cariboo-Chilcotin","All Students","07","Numeracy","359",419.5079,424.2588,101.8666
2024,28,"Quesnel","All Students","07","Numeracy","143",359.0551,345.1951,94.8454
2024,33,"Chilliwack","All Students","07","Numeracy","1077",440.5544,436.2482,93.5023
2024,34,"Abbotsford","All Students","07","Numeracy","1389",446.9257,445.1762,103.2092
2024,35,"Langley","All Students","07","Numeracy","1805",455.9785,452.3109,109.0253
2024,36,"Surrey","All Students","07","Numeracy","5575",448.4461,442.2536,108.0734
2024,37,"Delta","All Students","07","Numeracy","1072",461.2445,458.9109,99.8035
2024,38,"Richmond","All Students","07","Numeracy","1656",527.1132,525.8655,101.2361
2024,39,"Vancouver","All Students","07","Numeracy","2333",501.8226,507.9165,113.4343
2024,40,"New Westminster","All Students","07","Numeracy","413",470.645,468.7559,106.9128
2024,41,"Burnaby","All Students","07","Numeracy","1446",505.5024,509.059,107.9383
2024,42,"Maple Ridge-Pitt Meadows","All Students","07","Numeracy","359",434.1232,423.5092,99.7193
2024,43,"Coquitlam","All Students","07","Numeracy","2248",463.2693,460.5389,105.9756
2024,44,"North Vancouver","All Students","07","Numeracy","1245",495.6049,502.8662,99.2191
2024,45,"West Vancouver","All Students","07","Numeracy","482",583.6098,590.4432,88.6052
2024,46,"Sunshine Coast","All Students","07","Numeracy","262",456.6582,452.8648,86.5742
2024,47,"qathet","All Students","07","Numeracy","163",456.43,445.3176,117.9089
2024,48,"Sea to Sky","All Students","07","Numeracy","363",427.752,418.5661,99.8089
2024,49,"Central Coast","All Students","07","Numeracy","Msk",352.525,352.6751,68.2898
2024,50,"Haida Gwaii","All Students","07","Numeracy","50",376.7467,363.6712,86.6048
2024,51,"Boundary","All Students","07","Numeracy","100",450.7981,430.1598,100.0365
2024,52,"Prince Rupert","All Students","07","Numeracy","117",407.685,404.9672,113.1693
2024,53,"Okanagan Similkameen","All Students","07","Numeracy","174",454.7247,460.4588,91.3959
2024,54,"Bulkley Valley","All Students","07","Numeracy","119",489.993,475.0591,121.0198
2024,57,"Prince George","All Students","07","Numeracy","911",430.2487,426.1634,94.807
2024,58,"Nicola-Similkameen","All Students","07","Numeracy","145",427.5422,408.3437,107.5069
2024,59,"Peace River South","All Students","07","Numeracy","239",421.8589,430.1219,83.238
2024,60,"Peace River North","All Students","07","Numeracy","431",422.0935,417.4035,96.8515
2024,61,"Greater Victoria","All Students","07","Numeracy","1323",450.1673,451.5401,96.5575
2024,62,"Sooke","All Students","07","Numeracy","781",411.2289,409.8516,103.9846
2024,63,"Saanich","All Students","07","Numeracy","316",478.8543,484.3491,104.7372
2024,64,"Gulf Islands","All Students","07","Numeracy","109",481.0504,483.5023,91.0219
2024,67,"Okanagan Skaha","All Students","07","Numeracy","385",451.9054,451.2544,87.5417
2024,68,"Nanaimo-Ladysmith","All Students","07","Numeracy","1018",437.4839,437.838,110.2322
2024,69,"Qualicum","All Students","07","Numeracy","335",464.789,465.8448,88.9266
2024,70,"Pacific Rim","All Students","07","Numeracy","276",418.7014,408.5748,85.38
2024,71,"Comox Valley","All Students","07","Numeracy","640",479.842,481.8661,101.7612
2024,72,"Campbell River","All Students","07","Numeracy","386",426.0428,430.4073,94.2381
2024,73,"Kamloops-Thompson","All Students","07","Numeracy","1157",458.3361,453.8618,92.5552
2024,74,"Gold Trail","All Students","07","Numeracy","81",389.8071,392.3505,103.6597
2024,75,"Mission","All Students","07","Numeracy","470",398.4342,392.4818,88.8706
2024,78,"Fraser-Cascade","All Students","07","Numeracy","115",418.78,423.793,101.7793
2024,79,"Cowichan Valley","All Students","07","Numeracy","575",416.9403,412.2824,106.8405
2024,81,"Fort Nelson","All Students","07","Numeracy","49",515.6641,505.0512,83.339
2024,82,"Coast Mountains","All Students","07","Numeracy","298",383.876,371.0911,93.8107
2024,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","07","Numeracy","499",433.4542,429.0497,96.2205
2024,84,"Vancouver Island West","All Students","07","Numeracy","25",372.231,351.9398,110.245
2024,85,"Vancouver Island North","All Students","07","Numeracy","75",403.436,400.5801,72.5015
2024,87,"Stikine","All Students","07","Numeracy","Msk",421.9637,433.6393,95.9984
2024,91,"Nechako Lakes","All Students","07","Numeracy","196",443.7315,436.5802,89.1443
2024,92,"Nisga'a","All Students","07","Numeracy","32",298.9922,297.0084,74.121
