"SCHOOL_DISTRICT_NAME","SCHOOL_DISTRICT_NUMBER","year","month","pm25_mean"
"Central Coast",49,2021,4,3.36794853210449
"Okanagan-Skaha",67,2021,4,3.76601696014404
"Okanagan-Similkameen",53,2021,4,3.46859359741211
"Arrow Lakes",10,2021,5,3.4806215763092
"Revelstoke",19,2021,5,3.05254149436951
"Kootenay-Columbia",20,2021,5,3.93061661720276
"Vernon",22,2021,5,4.12678623199463
"Central Okanagan",23,2021,5,4.20905113220215
"Cariboo-Chilcotin",27,2021,5,3.17642712593079
"Quesnel",28,2021,5,3.0738513469696
"Chilliwack",33,2021,5,4.01829433441162
"Abbotsford",34,2021,5,5.4499831199646
"Langley",35,2021,5,5.41300010681152
"Surrey",36,2021,5,5.2416820526123
"Delta",37,2021,5,5.4921703338623
"Richmond",38,2021,5,5.45446491241455
"Vancouver",39,2021,5,5.16186237335205
"New Westminster",40,2021,5,5.08549404144287
"Burnaby",41,2021,5,5.1334228515625
"Maple-Ridge Pitt-Meadows",42,2021,5,4.31248426437378
"Coquitlam",43,2021,5,4.45569944381714
"North Vancouver",44,2021,5,4.49774360656738
"West Vancouver",45,2021,5,4.12223148345947
"Sunshine Coast",46,2021,5,3.75354528427124
"Powell RIver",47,2021,5,3.39250302314758
"Sea to Sky",48,2021,5,3.90863561630249
"South East Kootenay",5,2021,5,3.20165109634399
"Haida Gwaii",50,2021,5,2.86860585212708
"Boundary",51,2021,5,3.79691910743713
"Prince Rupert",52,2021,5,2.42404174804688
"Bulkley Valley",54,2021,5,3.33153176307678
"Prince George",57,2021,5,3.27263402938843
"Nicola-Similkameen",58,2021,5,3.09734654426575
"Peace River South",59,2021,5,3.58773112297058
"Rocky Mountain",6,2021,5,2.56508159637451
"Peace River North",60,2021,5,3.17417001724243
"Victoria",61,2021,5,5.05208683013916
"Sooke",62,2021,5,4.18620204925537
"Saanich",63,2021,5,4.64228773117065
"Gulf Islands",64,2021,5,4.87470817565918
"Nanaimo-Ladysmith",68,2021,5,3.87462258338928
"Qualicum",69,2021,5,3.89581537246704
"Pacific Rim",70,2021,5,2.99327301979065
"Comox Valley",71,2021,5,3.46807193756104
"Campbell River",72,2021,5,3.11511659622192
"Kamloops-Thompson",73,2021,5,3.44209456443787
"Gold Trail",74,2021,5,3.41177344322205
"Mission",75,2021,5,4.46767950057983
"Fraser-Cascade",78,2021,5,3.89832973480225
"Cowichan",79,2021,5,3.41994953155518
"Kootenay Lake",8,2021,5,3.12597227096558
"Fort Nelson",81,2021,5,3.6842405796051
"Coast Mountains",82,2021,5,2.69666767120361
"Okanagan-Shuswap",83,2021,5,4.34445381164551
"Vancouver Island West",84,2021,5,2.78063535690308
"Vancouver Island North",85,2021,5,2.891361951828
"Stikine",87,2021,5,2.05313086509705
"Nechako Lakes",91,2021,5,2.95136570930481
"Nisgaa",92,2021,5,2.89322519302368
"Central Coast",49,2021,5,2.54568314552307
"Okanagan-Skaha",67,2021,5,3.81403207778931
"Okanagan-Similkameen",53,2021,5,3.1726930141449
"Arrow Lakes",10,2021,6,4.38749408721924
"Revelstoke",19,2021,6,5.87511587142944
"Kootenay-Columbia",20,2021,6,4.17855930328369
"Vernon",22,2021,6,4.91453313827515
"Central Okanagan",23,2021,6,5.08051300048828
"Cariboo-Chilcotin",27,2021,6,6.3089747428894
"Quesnel",28,2021,6,4.91124486923218
"Chilliwack",33,2021,6,3.71601939201355
"Abbotsford",34,2021,6,3.89089131355286
"Langley",35,2021,6,3.66223120689392
"Surrey",36,2021,6,4.65082931518555
"Delta",37,2021,6,5.60817718505859
"Richmond",38,2021,6,5.31033134460449
"Vancouver",39,2021,6,4.84000110626221
"New Westminster",40,2021,6,5.12743806838989
"Burnaby",41,2021,6,4.68111848831177
"Maple-Ridge Pitt-Meadows",42,2021,6,2.9809308052063
"Coquitlam",43,2021,6,2.7321560382843
"North Vancouver",44,2021,6,2.35336494445801
"West Vancouver",45,2021,6,3.53910565376282
"Sunshine Coast",46,2021,6,3.74814867973328
"Powell RIver",47,2021,6,3.39968061447144
"Sea to Sky",48,2021,6,3.8931291103363
"South East Kootenay",5,2021,6,4.20553255081177
"Haida Gwaii",50,2021,6,2.72526335716248
"Boundary",51,2021,6,4.02850770950317
"Prince Rupert",52,2021,6,2.35626101493835
"Bulkley Valley",54,2021,6,2.79988145828247
"Prince George",57,2021,6,4.6410870552063
"Nicola-Similkameen",58,2021,6,5.97986698150635
"Peace River South",59,2021,6,4.7955584526062
"Rocky Mountain",6,2021,6,5.0106782913208
"Peace River North",60,2021,6,7.15323734283447
"Victoria",61,2021,6,4.79684209823608
"Sooke",62,2021,6,3.60659050941467
"Saanich",63,2021,6,4.0236611366272
"Gulf Islands",64,2021,6,4.16464185714722
"Nanaimo-Ladysmith",68,2021,6,3.40061616897583
"Qualicum",69,2021,6,3.47560906410217
"Pacific Rim",70,2021,6,3.55890202522278
"Comox Valley",71,2021,6,3.42761015892029
"Campbell River",72,2021,6,3.29938197135925
"Kamloops-Thompson",73,2021,6,11.6910753250122
"Gold Trail",74,2021,6,14.6680536270142
"Mission",75,2021,6,3.43853998184204
"Fraser-Cascade",78,2021,6,6.06104469299316
"Cowichan",79,2021,6,3.06674575805664
"Kootenay Lake",8,2021,6,4.34538793563843
"Fort Nelson",81,2021,6,5.68039751052856
"Coast Mountains",82,2021,6,2.42593288421631
"Okanagan-Shuswap",83,2021,6,6.85506868362427
"Vancouver Island West",84,2021,6,3.26268839836121
"Vancouver Island North",85,2021,6,3.02027559280396
"Stikine",87,2021,6,2.07211899757385
"Nechako Lakes",91,2021,6,3.3500440120697
"Nisgaa",92,2021,6,2.50767207145691
"Central Coast",49,2021,6,2.66632151603699
"Okanagan-Skaha",67,2021,6,3.8088104724884
"Okanagan-Similkameen",53,2021,6,3.18874287605286
"Arrow Lakes",10,2021,7,39.2969856262207
"Revelstoke",19,2021,7,30.1354999542236
"Kootenay-Columbia",20,2021,7,48.7980117797852
"Vernon",22,2021,7,35.5538482666016
"Central Okanagan",23,2021,7,26.855489730835
"Cariboo-Chilcotin",27,2021,7,15.669394493103
"Quesnel",28,2021,7,15.4800720214844
"Chilliwack",33,2021,7,6.63416528701782
"Abbotsford",34,2021,7,5.70055294036865
"Langley",35,2021,7,5.71060991287231
"Surrey",36,2021,7,6.20934391021729
"Delta",37,2021,7,5.96451234817505
"Richmond",38,2021,7,5.67083883285522
"Vancouver",39,2021,7,5.36076068878174
"New Westminster",40,2021,7,6.66050338745117
"Burnaby",41,2021,7,6.39233589172363
"Maple-Ridge Pitt-Meadows",42,2021,7,4.53852319717407
"Coquitlam",43,2021,7,4.37039089202881
"North Vancouver",44,2021,7,3.95920968055725
"West Vancouver",45,2021,7,4.13530921936035
"Sunshine Coast",46,2021,7,4.31431341171265
"Powell RIver",47,2021,7,4.71802425384521
"Sea to Sky",48,2021,7,5.59987783432007
"South East Kootenay",5,2021,7,20.1915493011475
"Haida Gwaii",50,2021,7,2.19663000106812
"Boundary",51,2021,7,30.7171039581299
"Prince Rupert",52,2021,7,2.39210820198059
"Bulkley Valley",54,2021,7,4.53529930114746
"Prince George",57,2021,7,14.3341665267944
"Nicola-Similkameen",58,2021,7,18.6688976287842
"Peace River South",59,2021,7,10.7761306762695
"Rocky Mountain",6,2021,7,29.055025100708
"Peace River North",60,2021,7,13.4617290496826
"Victoria",61,2021,7,3.83064079284668
"Sooke",62,2021,7,3.38054347038269
"Saanich",63,2021,7,3.98902869224548
"Gulf Islands",64,2021,7,4.54988288879395
"Nanaimo-Ladysmith",68,2021,7,4.32397031784058
"Qualicum",69,2021,7,4.36476612091064
"Pacific Rim",70,2021,7,3.63078665733337
"Comox Valley",71,2021,7,4.227463722229
"Campbell River",72,2021,7,4.64797639846802
"Kamloops-Thompson",73,2021,7,36.4629211425781
"Gold Trail",74,2021,7,27.0386962890625
"Mission",75,2021,7,4.64203071594238
"Fraser-Cascade",78,2021,7,8.79841613769531
"Cowichan",79,2021,7,3.60311555862427
"Kootenay Lake",8,2021,7,38.236930847168
"Fort Nelson",81,2021,7,9.01753425598145
"Coast Mountains",82,2021,7,3.73057818412781
"Okanagan-Shuswap",83,2021,7,38.9341850280762
"Vancouver Island West",84,2021,7,3.24239754676819
"Vancouver Island North",85,2021,7,3.47283530235291
"Stikine",87,2021,7,7.90690517425537
"Nechako Lakes",91,2021,7,9.82005214691162
"Nisgaa",92,2021,7,3.25119972229004
"Central Coast",49,2021,7,4.09833574295044
"Okanagan-Skaha",67,2021,7,25.0486946105957
"Okanagan-Similkameen",53,2021,7,25.355167388916
"Arrow Lakes",10,2021,8,25.7207012176514
"Revelstoke",19,2021,8,29.6285171508789
"Kootenay-Columbia",20,2021,8,28.5843982696533
"Vernon",22,2021,8,28.9711513519287
"Central Okanagan",23,2021,8,28.6114253997803
"Cariboo-Chilcotin",27,2021,8,7.0806303024292
"Quesnel",28,2021,8,7.54598808288574
"Chilliwack",33,2021,8,10.392126083374
"Abbotsford",34,2021,8,9.42527008056641
"Langley",35,2021,8,9.8865213394165
"Surrey",36,2021,8,8.60318088531494
"Delta",37,2021,8,7.39872074127197
"Richmond",38,2021,8,7.14596891403198
"Vancouver",39,2021,8,6.90650701522827
"New Westminster",40,2021,8,8.9296350479126
"Burnaby",41,2021,8,8.12785625457764
"Maple-Ridge Pitt-Meadows",42,2021,8,8.4533805847168
"Coquitlam",43,2021,8,7.53080368041992
"North Vancouver",44,2021,8,6.98368215560913
"West Vancouver",45,2021,8,5.95232725143433
"Sunshine Coast",46,2021,8,5.86992168426514
"Powell RIver",47,2021,8,5.0396900177002
"Sea to Sky",48,2021,8,6.93015193939209
"South East Kootenay",5,2021,8,17.7059345245361
"Haida Gwaii",50,2021,8,3.5105357170105
"Boundary",51,2021,8,31.9533233642578
"Prince Rupert",52,2021,8,3.08958768844604
"Bulkley Valley",54,2021,8,2.97920656204224
"Prince George",57,2021,8,8.47525787353516
"Nicola-Similkameen",58,2021,8,28.8748569488525
"Peace River South",59,2021,8,6.85023355484009
"Rocky Mountain",6,2021,8,21.6146183013916
"Peace River North",60,2021,8,5.29287481307983
"Victoria",61,2021,8,5.20479393005371
"Sooke",62,2021,8,6.6533260345459
"Saanich",63,2021,8,4.62766075134277
"Gulf Islands",64,2021,8,4.51961898803711
"Nanaimo-Ladysmith",68,2021,8,5.38590002059937
"Qualicum",69,2021,8,4.79353141784668
"Pacific Rim",70,2021,8,4.0898232460022
"Comox Valley",71,2021,8,3.77270674705505
"Campbell River",72,2021,8,4.01141214370728
"Kamloops-Thompson",73,2021,8,25.1818656921387
"Gold Trail",74,2021,8,20.8175563812256
"Mission",75,2021,8,9.68122577667236
"Fraser-Cascade",78,2021,8,16.7916851043701
"Cowichan",79,2021,8,5.40902805328369
"Kootenay Lake",8,2021,8,25.3482322692871
"Fort Nelson",81,2021,8,5.71811866760254
"Coast Mountains",82,2021,8,3.12910866737366
"Okanagan-Shuswap",83,2021,8,38.8016242980957
"Vancouver Island West",84,2021,8,3.84557342529297
"Vancouver Island North",85,2021,8,3.39201498031616
"Stikine",87,2021,8,3.83416032791138
"Nechako Lakes",91,2021,8,4.66035079956055
"Nisgaa",92,2021,8,3.18760561943054
"Central Coast",49,2021,8,3.19967865943909
"Okanagan-Skaha",67,2021,8,29.5810070037842
"Okanagan-Similkameen",53,2021,8,44.0692749023438
"Arrow Lakes",10,2021,9,5.60432815551758
"Revelstoke",19,2021,9,4.04981565475464
"Kootenay-Columbia",20,2021,9,7.03482103347778
"Vernon",22,2021,9,5.28887891769409
"Central Okanagan",23,2021,9,5.28353452682495
"Cariboo-Chilcotin",27,2021,9,3.88051772117615
"Quesnel",28,2021,9,4.50720977783203
"Chilliwack",33,2021,9,4.220290184021
"Abbotsford",34,2021,9,5.40587997436523
"Langley",35,2021,9,5.5091757774353
"Surrey",36,2021,9,4.6759181022644
"Delta",37,2021,9,5.60820531845093
"Richmond",38,2021,9,5.44471120834351
"Vancouver",39,2021,9,4.7607159614563
"New Westminster",40,2021,9,3.18883395195007
"Burnaby",41,2021,9,4.13741064071655
"Maple-Ridge Pitt-Meadows",42,2021,9,3.70232677459717
"Coquitlam",43,2021,9,3.73872590065002
"North Vancouver",44,2021,9,3.47114419937134
"West Vancouver",45,2021,9,3.88997387886047
"Sunshine Coast",46,2021,9,3.61786246299744
"Powell RIver",47,2021,9,3.35944509506226
"Sea to Sky",48,2021,9,3.6405770778656
"South East Kootenay",5,2021,9,7.4249382019043
"Haida Gwaii",50,2021,9,3.49124050140381
"Boundary",51,2021,9,5.70762729644775
"Prince Rupert",52,2021,9,3.2117612361908
"Bulkley Valley",54,2021,9,2.6107006072998
"Prince George",57,2021,9,3.95536160469055
"Nicola-Similkameen",58,2021,9,3.5023832321167
"Peace River South",59,2021,9,3.52012395858765
"Rocky Mountain",6,2021,9,5.29201126098633
"Peace River North",60,2021,9,3.34978437423706
"Victoria",61,2021,9,5.63196277618408
"Sooke",62,2021,9,4.66488552093506
"Saanich",63,2021,9,4.80196285247803
"Gulf Islands",64,2021,9,4.1077938079834
"Nanaimo-Ladysmith",68,2021,9,4.3237566947937
"Qualicum",69,2021,9,4.63018941879272
"Pacific Rim",70,2021,9,3.55752348899841
"Comox Valley",71,2021,9,3.91541910171509
"Campbell River",72,2021,9,2.84084701538086
"Kamloops-Thompson",73,2021,9,4.22474956512451
"Gold Trail",74,2021,9,3.84173393249512
"Mission",75,2021,9,3.55463314056396
"Fraser-Cascade",78,2021,9,4.1722149848938
"Cowichan",79,2021,9,3.98811316490173
"Kootenay Lake",8,2021,9,6.68086528778076
"Fort Nelson",81,2021,9,4.26554012298584
"Coast Mountains",82,2021,9,2.23069930076599
"Okanagan-Shuswap",83,2021,9,5.4884819984436
"Vancouver Island West",84,2021,9,3.36922311782837
"Vancouver Island North",85,2021,9,3.05348706245422
"Stikine",87,2021,9,1.83074545860291
"Nechako Lakes",91,2021,9,2.87302827835083
"Nisgaa",92,2021,9,2.087815284729
"Central Coast",49,2021,9,2.98164010047913
"Okanagan-Skaha",67,2021,9,4.3633394241333
"Okanagan-Similkameen",53,2021,9,3.93652176856995
"Arrow Lakes",10,2021,10,4.41205406188965
"Revelstoke",19,2021,10,3.76325392723083
"Kootenay-Columbia",20,2021,10,4.67263793945312
"Vernon",22,2021,10,4.5987663269043
"Central Okanagan",23,2021,10,5.55580043792725
"Cariboo-Chilcotin",27,2021,10,4.3569016456604
"Quesnel",28,2021,10,6.09157848358154
"Chilliwack",33,2021,10,3.92912530899048
"Abbotsford",34,2021,10,4.26141738891602
"Langley",35,2021,10,4.40789937973022
"Surrey",36,2021,10,4.2542724609375
"Delta",37,2021,10,4.80562496185303
"Richmond",38,2021,10,4.82988405227661
"Vancouver",39,2021,10,4.60468721389771
"New Westminster",40,2021,10,3.16113972663879
"Burnaby",41,2021,10,3.11292099952698
"Maple-Ridge Pitt-Meadows",42,2021,10,2.57333588600159
"Coquitlam",43,2021,10,2.96021175384521
"North Vancouver",44,2021,10,2.80121564865112
"West Vancouver",45,2021,10,3.87062168121338
"Sunshine Coast",46,2021,10,3.4314649105072
"Powell RIver",47,2021,10,3.30970740318298
"Sea to Sky",48,2021,10,2.09302425384521
"South East Kootenay",5,2021,10,4.74701881408691
"Haida Gwaii",50,2021,10,3.72448825836182
"Boundary",51,2021,10,4.84554767608643
"Prince Rupert",52,2021,10,3.78141570091248
"Bulkley Valley",54,2021,10,3.30824446678162
"Prince George",57,2021,10,5.3558201789856
"Nicola-Similkameen",58,2021,10,3.89357662200928
"Peace River South",59,2021,10,4.7958517074585
"Rocky Mountain",6,2021,10,3.77632308006287
"Peace River North",60,2021,10,4.6716570854187
"Victoria",61,2021,10,5.40813446044922
"Sooke",62,2021,10,4.36322021484375
"Saanich",63,2021,10,5.59098958969116
"Gulf Islands",64,2021,10,5.60208892822266
"Nanaimo-Ladysmith",68,2021,10,4.40866708755493
"Qualicum",69,2021,10,4.564621925354
"Pacific Rim",70,2021,10,4.30704116821289
"Comox Valley",71,2021,10,3.97905468940735
"Campbell River",72,2021,10,3.16755795478821
"Kamloops-Thompson",73,2021,10,4.1089653968811
"Gold Trail",74,2021,10,3.52817535400391
"Mission",75,2021,10,2.76888060569763
"Fraser-Cascade",78,2021,10,3.08682584762573
"Cowichan",79,2021,10,4.1930980682373
"Kootenay Lake",8,2021,10,4.1482253074646
"Fort Nelson",81,2021,10,4.72967386245728
"Coast Mountains",82,2021,10,3.13212394714355
"Okanagan-Shuswap",83,2021,10,4.84822034835815
"Vancouver Island West",84,2021,10,4.06944131851196
"Vancouver Island North",85,2021,10,3.5573205947876
"Stikine",87,2021,10,2.79234051704407
"Nechako Lakes",91,2021,10,3.80675387382507
"Nisgaa",92,2021,10,3.19808769226074
"Central Coast",49,2021,10,3.29871153831482
"Okanagan-Skaha",67,2021,10,5.34334468841553
"Okanagan-Similkameen",53,2021,10,4.45758438110352
"Arrow Lakes",10,2021,11,5.81152868270874
"Revelstoke",19,2021,11,5.36643075942993
"Kootenay-Columbia",20,2021,11,5.77165508270264
"Vernon",22,2021,11,6.13430786132812
"Central Okanagan",23,2021,11,6.54300832748413
"Cariboo-Chilcotin",27,2021,11,5.05449390411377
"Quesnel",28,2021,11,5.44302654266357
"Chilliwack",33,2021,11,3.45811796188354
"Abbotsford",34,2021,11,4.00583171844482
"Langley",35,2021,11,4.13399028778076
"Surrey",36,2021,11,4.2317328453064
"Delta",37,2021,11,3.84450817108154
"Richmond",38,2021,11,3.63020396232605
"Vancouver",39,2021,11,3.52826404571533
"New Westminster",40,2021,11,4.36845254898071
"Burnaby",41,2021,11,4.14444828033447
"Maple-Ridge Pitt-Meadows",42,2021,11,2.58458685874939
"Coquitlam",43,2021,11,3.12125039100647
"North Vancouver",44,2021,11,3.09479284286499
"West Vancouver",45,2021,11,2.67771577835083
"Sunshine Coast",46,2021,11,2.81807899475098
"Powell RIver",47,2021,11,2.77814674377441
"Sea to Sky",48,2021,11,3.12771606445312
"South East Kootenay",5,2021,11,4.27890253067017
"Haida Gwaii",50,2021,11,2.56414747238159
"Boundary",51,2021,11,5.56688642501831
"Prince Rupert",52,2021,11,2.87361192703247
"Bulkley Valley",54,2021,11,3.98154020309448
"Prince George",57,2021,11,4.8877477645874
"Nicola-Similkameen",58,2021,11,5.1799054145813
"Peace River South",59,2021,11,5.40254068374634
"Rocky Mountain",6,2021,11,4.33673906326294
"Peace River North",60,2021,11,5.65337562561035
"Victoria",61,2021,11,3.97163009643555
"Sooke",62,2021,11,3.46037578582764
"Saanich",63,2021,11,4.13988924026489
"Gulf Islands",64,2021,11,4.02125310897827
"Nanaimo-Ladysmith",68,2021,11,3.66943264007568
"Qualicum",69,2021,11,3.7447624206543
"Pacific Rim",70,2021,11,3.66924929618835
"Comox Valley",71,2021,11,3.48495101928711
"Campbell River",72,2021,11,2.57126712799072
"Kamloops-Thompson",73,2021,11,5.50661087036133
"Gold Trail",74,2021,11,4.83236217498779
"Mission",75,2021,11,2.90781331062317
"Fraser-Cascade",78,2021,11,4.06584405899048
"Cowichan",79,2021,11,3.67098546028137
"Kootenay Lake",8,2021,11,4.88380098342896
"Fort Nelson",81,2021,11,5.51550054550171
"Coast Mountains",82,2021,11,2.86669301986694
"Okanagan-Shuswap",83,2021,11,6.55370092391968
"Vancouver Island West",84,2021,11,3.52455759048462
"Vancouver Island North",85,2021,11,2.83359026908875
"Stikine",87,2021,11,3.44065451622009
"Nechako Lakes",91,2021,11,4.811607837677
"Nisgaa",92,2021,11,3.08068990707397
"Central Coast",49,2021,11,2.49633264541626
"Okanagan-Skaha",67,2021,11,6.43486166000366
"Okanagan-Similkameen",53,2021,11,5.50679779052734
"Arrow Lakes",10,2021,12,6.19687271118164
"Revelstoke",19,2021,12,6.22193956375122
"Kootenay-Columbia",20,2021,12,6.09733247756958
"Vernon",22,2021,12,6.27848625183105
"Central Okanagan",23,2021,12,6.86596584320068
"Cariboo-Chilcotin",27,2021,12,5.89976596832275
"Quesnel",28,2021,12,6.16932106018066
"Chilliwack",33,2021,12,4.90519714355469
"Abbotsford",34,2021,12,4.27613878250122
"Langley",35,2021,12,4.43013334274292
"Surrey",36,2021,12,4.37508869171143
"Delta",37,2021,12,4.03028106689453
"Richmond",38,2021,12,3.78071141242981
"Vancouver",39,2021,12,3.81206059455872
"New Westminster",40,2021,12,4.51215696334839
"Burnaby",41,2021,12,4.50240755081177
"Maple-Ridge Pitt-Meadows",42,2021,12,3.82633376121521
"Coquitlam",43,2021,12,3.42968082427979
"North Vancouver",44,2021,12,3.53940844535828
"West Vancouver",45,2021,12,3.45909261703491
"Sunshine Coast",46,2021,12,3.99666428565979
"Powell RIver",47,2021,12,4.19263648986816
"Sea to Sky",48,2021,12,5.15269756317139
"South East Kootenay",5,2021,12,5.70769500732422
"Haida Gwaii",50,2021,12,3.09421348571777
"Boundary",51,2021,12,6.30877876281738
"Prince Rupert",52,2021,12,4.55461168289185
"Bulkley Valley",54,2021,12,5.94665622711182
"Prince George",57,2021,12,5.9569845199585
"Nicola-Similkameen",58,2021,12,6.71794605255127
"Peace River South",59,2021,12,5.22695922851562
"Rocky Mountain",6,2021,12,4.95497465133667
"Peace River North",60,2021,12,3.89549899101257
"Victoria",61,2021,12,4.31667757034302
"Sooke",62,2021,12,4.0018630027771
"Saanich",63,2021,12,4.68378257751465
"Gulf Islands",64,2021,12,4.28962516784668
"Nanaimo-Ladysmith",68,2021,12,4.28411149978638
"Qualicum",69,2021,12,4.28394460678101
"Pacific Rim",70,2021,12,4.28972291946411
"Comox Valley",71,2021,12,4.32551240921021
"Campbell River",72,2021,12,4.46818590164185
"Kamloops-Thompson",73,2021,12,6.05809545516968
"Gold Trail",74,2021,12,5.74921655654907
"Mission",75,2021,12,3.802241563797
"Fraser-Cascade",78,2021,12,5.95348882675171
"Cowichan",79,2021,12,4.30610418319702
"Kootenay Lake",8,2021,12,5.66633415222168
"Fort Nelson",81,2021,12,3.32319664955139
"Coast Mountains",82,2021,12,5.30430221557617
"Okanagan-Shuswap",83,2021,12,6.16425323486328
"Vancouver Island West",84,2021,12,4.39617824554443
"Vancouver Island North",85,2021,12,4.40012836456299
"Stikine",87,2021,12,3.76910138130188
"Nechako Lakes",91,2021,12,5.44105339050293
"Nisgaa",92,2021,12,6.11740255355835
"Central Coast",49,2021,12,4.52542304992676
"Okanagan-Skaha",67,2021,12,6.50289011001587
"Okanagan-Similkameen",53,2021,12,5.88683938980103
"Arrow Lakes",10,2022,1,5.48445510864258
"Revelstoke",19,2022,1,5.20071601867676
"Kootenay-Columbia",20,2022,1,5.86675596237183
"Vernon",22,2022,1,5.53067636489868
"Central Okanagan",23,2022,1,5.83093643188477
"Cariboo-Chilcotin",27,2022,1,4.67416477203369
"Quesnel",28,2022,1,5.38199710845947
"Chilliwack",33,2022,1,4.92412328720093
"Abbotsford",34,2022,1,5.5324182510376
"Langley",35,2022,1,4.37322950363159
"Surrey",36,2022,1,4.90761470794678
"Delta",37,2022,1,5.36760759353638
"Richmond",38,2022,1,5.22319507598877
"Vancouver",39,2022,1,5.29720592498779
"New Westminster",40,2022,1,5.31570386886597
"Burnaby",41,2022,1,4.90579414367676
"Maple-Ridge Pitt-Meadows",42,2022,1,3.70237874984741
"Coquitlam",43,2022,1,3.82589268684387
"North Vancouver",44,2022,1,3.55643057823181
"West Vancouver",45,2022,1,4.53794479370117
"Sunshine Coast",46,2022,1,4.34125852584839
"Powell RIver",47,2022,1,3.51151275634766
"Sea to Sky",48,2022,1,4.19721174240112
"South East Kootenay",5,2022,1,4.90354156494141
"Haida Gwaii",50,2022,1,2.85146260261536
"Boundary",51,2022,1,5.95749092102051
"Prince Rupert",52,2022,1,3.3325343132019
"Bulkley Valley",54,2022,1,4.58593320846558
"Prince George",57,2022,1,5.10730695724487
"Nicola-Similkameen",58,2022,1,4.94992208480835
"Peace River South",59,2022,1,4.81626462936401
"Rocky Mountain",6,2022,1,4.19793033599854
"Peace River North",60,2022,1,4.96156406402588
"Victoria",61,2022,1,4.79777193069458
"Sooke",62,2022,1,4.04448652267456
"Saanich",63,2022,1,4.9722318649292
"Gulf Islands",64,2022,1,4.83433294296265
"Nanaimo-Ladysmith",68,2022,1,4.65929079055786
"Qualicum",69,2022,1,4.673903465271
"Pacific Rim",70,2022,1,4.16431856155396
"Comox Valley",71,2022,1,4.04333257675171
"Campbell River",72,2022,1,3.56392884254456
"Kamloops-Thompson",73,2022,1,5.36620759963989
"Gold Trail",74,2022,1,4.5705885887146
"Mission",75,2022,1,4.08183526992798
"Fraser-Cascade",78,2022,1,4.80138206481934
"Cowichan",79,2022,1,3.91461610794067
"Kootenay Lake",8,2022,1,4.60358953475952
"Fort Nelson",81,2022,1,4.95819568634033
"Coast Mountains",82,2022,1,3.55801010131836
"Okanagan-Shuswap",83,2022,1,5.75944662094116
"Vancouver Island West",84,2022,1,4.39144372940063
"Vancouver Island North",85,2022,1,3.70042157173157
"Stikine",87,2022,1,3.49222493171692
"Nechako Lakes",91,2022,1,5.11884880065918
"Nisgaa",92,2022,1,3.75907301902771
"Central Coast",49,2022,1,3.00338625907898
"Okanagan-Skaha",67,2022,1,5.9683518409729
"Okanagan-Similkameen",53,2022,1,5.2382173538208
"Arrow Lakes",10,2022,2,4.48856449127197
"Revelstoke",19,2022,2,3.99705576896667
"Kootenay-Columbia",20,2022,2,5.79750061035156
"Vernon",22,2022,2,5.13175106048584
"Central Okanagan",23,2022,2,5.86775493621826
"Cariboo-Chilcotin",27,2022,2,3.98963594436646
"Quesnel",28,2022,2,4.2439866065979
"Chilliwack",33,2022,2,4.81722354888916
"Abbotsford",34,2022,2,5.72701978683472
"Langley",35,2022,2,5.65230560302734
"Surrey",36,2022,2,6.32900476455688
"Delta",37,2022,2,6.18893337249756
"Richmond",38,2022,2,5.85480356216431
"Vancouver",39,2022,2,5.7935357093811
"New Westminster",40,2022,2,6.67817449569702
"Burnaby",41,2022,2,6.3098292350769
"Maple-Ridge Pitt-Meadows",42,2022,2,4.08060932159424
"Coquitlam",43,2022,2,4.4808087348938
"North Vancouver",44,2022,2,4.59700107574463
"West Vancouver",45,2022,2,5.25248432159424
"Sunshine Coast",46,2022,2,5.27628517150879
"Powell RIver",47,2022,2,4.50997066497803
"Sea to Sky",48,2022,2,4.58542680740356
"South East Kootenay",5,2022,2,4.22839450836182
"Haida Gwaii",50,2022,2,3.60429430007935
"Boundary",51,2022,2,5.36646556854248
"Prince Rupert",52,2022,2,3.34537672996521
"Bulkley Valley",54,2022,2,3.61410593986511
"Prince George",57,2022,2,4.1370792388916
"Nicola-Similkameen",58,2022,2,4.6377420425415
"Peace River South",59,2022,2,4.14570808410645
"Rocky Mountain",6,2022,2,3.25797581672668
"Peace River North",60,2022,2,4.19674682617188
"Victoria",61,2022,2,5.52901792526245
"Sooke",62,2022,2,5.04098606109619
"Saanich",63,2022,2,5.86257743835449
"Gulf Islands",64,2022,2,5.71871423721313
"Nanaimo-Ladysmith",68,2022,2,5.95463800430298
"Qualicum",69,2022,2,5.34651279449463
"Pacific Rim",70,2022,2,5.1067419052124
"Comox Valley",71,2022,2,5.12376976013184
"Campbell River",72,2022,2,4.37613391876221
"Kamloops-Thompson",73,2022,2,4.80554723739624
"Gold Trail",74,2022,2,4.18800449371338
"Mission",75,2022,2,4.26164293289185
"Fraser-Cascade",78,2022,2,4.78552436828613
"Cowichan",79,2022,2,5.44412088394165
"Kootenay Lake",8,2022,2,3.89125657081604
"Fort Nelson",81,2022,2,4.56862640380859
"Coast Mountains",82,2022,2,3.33381247520447
"Okanagan-Shuswap",83,2022,2,5.61567831039429
"Vancouver Island West",84,2022,2,4.72243213653564
"Vancouver Island North",85,2022,2,4.3007926940918
"Stikine",87,2022,2,2.13637804985046
