"SCHOOL_DISTRICT_NAME","SCHOOL_DISTRICT_NUMBER","year","month","pm25_mean"
"Nechako Lakes",91,2022,2,3.89267611503601
"Nisgaa",92,2022,2,3.68051552772522
"Central Coast",49,2022,2,3.41462159156799
"Okanagan-Skaha",67,2022,2,5.45020961761475
"Okanagan-Similkameen",53,2022,2,4.51629400253296
"Arrow Lakes",10,2022,3,4.10345697402954
"Revelstoke",19,2022,3,3.79660248756409
"Kootenay-Columbia",20,2022,3,4.63126468658447
"Vernon",22,2022,3,4.17148351669312
"Central Okanagan",23,2022,3,4.21138381958008
"Cariboo-Chilcotin",27,2022,3,3.17652416229248
"Quesnel",28,2022,3,3.56679511070251
"Chilliwack",33,2022,3,3.93670248985291
"Abbotsford",34,2022,3,5.32399415969849
"Langley",35,2022,3,4.89541435241699
"Surrey",36,2022,3,5.16710662841797
"Delta",37,2022,3,4.63575839996338
"Richmond",38,2022,3,4.34615087509155
"Vancouver",39,2022,3,4.37445974349976
"New Westminster",40,2022,3,5.55767726898193
"Burnaby",41,2022,3,5.32322645187378
"Maple-Ridge Pitt-Meadows",42,2022,3,3.27230286598206
"Coquitlam",43,2022,3,3.26138019561768
"North Vancouver",44,2022,3,2.97256255149841
"West Vancouver",45,2022,3,3.49749231338501
"Sunshine Coast",46,2022,3,3.86729001998901
"Powell RIver",47,2022,3,3.23926830291748
"Sea to Sky",48,2022,3,2.74509239196777
"South East Kootenay",5,2022,3,3.55153870582581
"Haida Gwaii",50,2022,3,3.39049577713013
"Boundary",51,2022,3,3.64877343177795
"Prince Rupert",52,2022,3,3.14529156684875
"Bulkley Valley",54,2022,3,3.02351832389832
"Prince George",57,2022,3,3.93562197685242
"Nicola-Similkameen",58,2022,3,3.23476123809814
"Peace River South",59,2022,3,3.96018648147583
"Rocky Mountain",6,2022,3,2.95894527435303
"Peace River North",60,2022,3,3.75823545455933
"Victoria",61,2022,3,4.1442608833313
"Sooke",62,2022,3,3.33479237556458
"Saanich",63,2022,3,4.26380348205566
"Gulf Islands",64,2022,3,3.99610996246338
"Nanaimo-Ladysmith",68,2022,3,3.93653011322021
"Qualicum",69,2022,3,3.72805213928223
"Pacific Rim",70,2022,3,3.81179237365723
"Comox Valley",71,2022,3,3.2695791721344
"Campbell River",72,2022,3,3.01023817062378
"Kamloops-Thompson",73,2022,3,3.90940046310425
"Gold Trail",74,2022,3,3.18085765838623
"Mission",75,2022,3,3.46636033058167
"Fraser-Cascade",78,2022,3,3.47160673141479
"Cowichan",79,2022,3,3.60884571075439
"Kootenay Lake",8,2022,3,3.46736454963684
"Fort Nelson",81,2022,3,4.08482265472412
"Coast Mountains",82,2022,3,2.96050786972046
"Okanagan-Shuswap",83,2022,3,4.71505069732666
"Vancouver Island West",84,2022,3,4.07562637329102
"Vancouver Island North",85,2022,3,3.38243865966797
"Stikine",87,2022,3,2.32574152946472
"Nechako Lakes",91,2022,3,3.30554413795471
"Nisgaa",92,2022,3,3.02464032173157
"Central Coast",49,2022,3,2.90238165855408
"Okanagan-Skaha",67,2022,3,3.60493946075439
"Okanagan-Similkameen",53,2022,3,2.94924712181091
"Arrow Lakes",10,2022,4,3.12632179260254
"Revelstoke",19,2022,4,3.12774586677551
"Kootenay-Columbia",20,2022,4,3.24043464660645
"Vernon",22,2022,4,3.19855308532715
"Central Okanagan",23,2022,4,3.22625780105591
"Cariboo-Chilcotin",27,2022,4,3.0703239440918
"Quesnel",28,2022,4,3.34227228164673
"Chilliwack",33,2022,4,3.20868754386902
"Abbotsford",34,2022,4,4.30694484710693
"Langley",35,2022,4,4.45512628555298
"Surrey",36,2022,4,4.36960363388062
"Delta",37,2022,4,4.14746332168579
"Richmond",38,2022,4,3.89432573318481
"Vancouver",39,2022,4,3.72817730903625
"New Westminster",40,2022,4,3.99409532546997
"Burnaby",41,2022,4,4.07357788085938
"Maple-Ridge Pitt-Meadows",42,2022,4,2.97629022598267
"Coquitlam",43,2022,4,3.60965704917908
"North Vancouver",44,2022,4,3.73588228225708
"West Vancouver",45,2022,4,3.57566905021667
"Sunshine Coast",46,2022,4,3.48102211952209
"Powell RIver",47,2022,4,3.21257257461548
"Sea to Sky",48,2022,4,2.63003063201904
"South East Kootenay",5,2022,4,2.88599991798401
"Haida Gwaii",50,2022,4,2.41435289382935
"Boundary",51,2022,4,3.11501860618591
"Prince Rupert",52,2022,4,2.90226626396179
"Bulkley Valley",54,2022,4,3.33783054351807
"Prince George",57,2022,4,3.47209191322327
"Nicola-Similkameen",58,2022,4,3.02563214302063
"Peace River South",59,2022,4,3.21214079856873
"Rocky Mountain",6,2022,4,2.53655362129211
"Peace River North",60,2022,4,3.22997665405273
"Victoria",61,2022,4,2.96108651161194
"Sooke",62,2022,4,2.42507219314575
"Saanich",63,2022,4,3.0897388458252
"Gulf Islands",64,2022,4,3.33676218986511
"Nanaimo-Ladysmith",68,2022,4,3.29619479179382
"Qualicum",69,2022,4,3.33017539978027
"Pacific Rim",70,2022,4,3.13895440101624
"Comox Valley",71,2022,4,3.07762312889099
"Campbell River",72,2022,4,3.13586449623108
"Kamloops-Thompson",73,2022,4,3.34440636634827
"Gold Trail",74,2022,4,2.92639636993408
"Mission",75,2022,4,3.25660014152527
"Fraser-Cascade",78,2022,4,2.80780863761902
"Cowichan",79,2022,4,2.84451150894165
"Kootenay Lake",8,2022,4,2.88208770751953
"Fort Nelson",81,2022,4,4.04796504974365
"Coast Mountains",82,2022,4,3.40139389038086
"Okanagan-Shuswap",83,2022,4,3.55431652069092
"Vancouver Island West",84,2022,4,3.38430237770081
"Vancouver Island North",85,2022,4,3.18438506126404
"Stikine",87,2022,4,3.15739393234253
"Nechako Lakes",91,2022,4,3.46045875549316
"Nisgaa",92,2022,4,3.68841004371643
"Central Coast",49,2022,4,2.89562177658081
"Okanagan-Skaha",67,2022,4,3.18235898017883
"Okanagan-Similkameen",53,2022,4,2.8229820728302
"Arrow Lakes",10,2022,5,2.56413125991821
"Revelstoke",19,2022,5,2.90942144393921
"Kootenay-Columbia",20,2022,5,2.92663359642029
"Vernon",22,2022,5,2.94425010681152
"Central Okanagan",23,2022,5,3.88839316368103
"Cariboo-Chilcotin",27,2022,5,2.81526160240173
"Quesnel",28,2022,5,2.71115517616272
"Chilliwack",33,2022,5,2.94613575935364
"Abbotsford",34,2022,5,4.0836067199707
"Langley",35,2022,5,4.21400213241577
"Surrey",36,2022,5,4.11016941070557
"Delta",37,2022,5,4.04322385787964
"Richmond",38,2022,5,4.4332218170166
"Vancouver",39,2022,5,4.15932846069336
"New Westminster",40,2022,5,4.09530687332153
"Burnaby",41,2022,5,4.12357473373413
"Maple-Ridge Pitt-Meadows",42,2022,5,2.44865107536316
"Coquitlam",43,2022,5,3.11143279075623
"North Vancouver",44,2022,5,3.29342746734619
"West Vancouver",45,2022,5,3.52900385856628
"Sunshine Coast",46,2022,5,3.10297298431396
"Powell RIver",47,2022,5,2.9948148727417
"Sea to Sky",48,2022,5,2.5265531539917
"South East Kootenay",5,2022,5,2.5991952419281
"Haida Gwaii",50,2022,5,1.88892960548401
"Boundary",51,2022,5,3.14036273956299
"Prince Rupert",52,2022,5,2.06460475921631
"Bulkley Valley",54,2022,5,2.55710244178772
"Prince George",57,2022,5,2.81932544708252
"Nicola-Similkameen",58,2022,5,3.719886302948
"Peace River South",59,2022,5,2.67986798286438
"Rocky Mountain",6,2022,5,2.54684376716614
"Peace River North",60,2022,5,2.5021059513092
"Victoria",61,2022,5,3.38976883888245
"Sooke",62,2022,5,2.45480608940125
"Saanich",63,2022,5,3.30828237533569
"Gulf Islands",64,2022,5,3.73186731338501
"Nanaimo-Ladysmith",68,2022,5,3.16343307495117
"Qualicum",69,2022,5,3.22655153274536
"Pacific Rim",70,2022,5,2.37663841247559
"Comox Valley",71,2022,5,2.8757541179657
"Campbell River",72,2022,5,2.81601119041443
"Kamloops-Thompson",73,2022,5,3.1463782787323
"Gold Trail",74,2022,5,3.15254330635071
"Mission",75,2022,5,2.72659516334534
"Fraser-Cascade",78,2022,5,3.01459908485413
"Cowichan",79,2022,5,2.52953481674194
"Kootenay Lake",8,2022,5,2.35108184814453
"Fort Nelson",81,2022,5,2.79367351531982
"Coast Mountains",82,2022,5,2.81650042533875
"Okanagan-Shuswap",83,2022,5,3.28555965423584
"Vancouver Island West",84,2022,5,2.46110439300537
"Vancouver Island North",85,2022,5,2.52114629745483
"Stikine",87,2022,5,2.69715762138367
"Nechako Lakes",91,2022,5,2.50962805747986
"Nisgaa",92,2022,5,3.00600576400757
"Central Coast",49,2022,5,2.21012616157532
"Okanagan-Skaha",67,2022,5,3.90932369232178
"Okanagan-Similkameen",53,2022,5,3.48576045036316
"Arrow Lakes",10,2022,6,2.85889363288879
"Revelstoke",19,2022,6,2.53834462165833
"Kootenay-Columbia",20,2022,6,3.54755282402039
"Vernon",22,2022,6,3.2264564037323
"Central Okanagan",23,2022,6,3.62867856025696
"Cariboo-Chilcotin",27,2022,6,2.98236632347107
"Quesnel",28,2022,6,3.48189926147461
"Chilliwack",33,2022,6,3.5736141204834
"Abbotsford",34,2022,6,4.31193256378174
"Langley",35,2022,6,4.35587501525879
"Surrey",36,2022,6,4.05962944030762
"Delta",37,2022,6,3.81189441680908
"Richmond",38,2022,6,3.68799686431885
"Vancouver",39,2022,6,3.41854381561279
"New Westminster",40,2022,6,4.59243869781494
"Burnaby",41,2022,6,4.50694799423218
"Maple-Ridge Pitt-Meadows",42,2022,6,3.38652563095093
"Coquitlam",43,2022,6,4.05213212966919
"North Vancouver",44,2022,6,3.9934139251709
"West Vancouver",45,2022,6,3.39602828025818
"Sunshine Coast",46,2022,6,2.8355233669281
"Powell RIver",47,2022,6,2.49054670333862
"Sea to Sky",48,2022,6,2.38265585899353
"South East Kootenay",5,2022,6,2.51801824569702
"Haida Gwaii",50,2022,6,3.43108606338501
"Boundary",51,2022,6,3.82647037506104
"Prince Rupert",52,2022,6,2.72296094894409
"Bulkley Valley",54,2022,6,3.40389037132263
"Prince George",57,2022,6,3.38272476196289
"Nicola-Similkameen",58,2022,6,3.23564314842224
"Peace River South",59,2022,6,4.21399021148682
"Rocky Mountain",6,2022,6,2.38757991790771
"Peace River North",60,2022,6,4.3077130317688
"Victoria",61,2022,6,3.11798739433289
"Sooke",62,2022,6,2.59249567985535
"Saanich",63,2022,6,3.30545330047607
"Gulf Islands",64,2022,6,3.15366959571838
"Nanaimo-Ladysmith",68,2022,6,2.69025754928589
"Qualicum",69,2022,6,2.68446922302246
"Pacific Rim",70,2022,6,2.60128569602966
"Comox Valley",71,2022,6,2.60265731811523
"Campbell River",72,2022,6,2.50368142127991
"Kamloops-Thompson",73,2022,6,3.01441788673401
"Gold Trail",74,2022,6,2.85942554473877
"Mission",75,2022,6,3.73485112190247
"Fraser-Cascade",78,2022,6,3.28850483894348
"Cowichan",79,2022,6,2.67680215835571
"Kootenay Lake",8,2022,6,2.68902468681335
"Fort Nelson",81,2022,6,5.595778465271
"Coast Mountains",82,2022,6,3.25576424598694
"Okanagan-Shuswap",83,2022,6,3.25439190864563
"Vancouver Island West",84,2022,6,2.88382983207703
"Vancouver Island North",85,2022,6,2.81573271751404
"Stikine",87,2022,6,3.95333027839661
"Nechako Lakes",91,2022,6,2.91325902938843
"Nisgaa",92,2022,6,3.09658479690552
"Central Coast",49,2022,6,2.57646512985229
"Okanagan-Skaha",67,2022,6,3.87149834632874
"Okanagan-Similkameen",53,2022,6,3.58607769012451
"Arrow Lakes",10,2022,7,5.4388222694397
"Revelstoke",19,2022,7,5.42224645614624
"Kootenay-Columbia",20,2022,7,5.71762609481812
"Vernon",22,2022,7,5.69045162200928
"Central Okanagan",23,2022,7,5.45577430725098
"Cariboo-Chilcotin",27,2022,7,4.53565502166748
"Quesnel",28,2022,7,5.3077130317688
"Chilliwack",33,2022,7,4.71049547195435
"Abbotsford",34,2022,7,5.89298725128174
"Langley",35,2022,7,5.42064142227173
"Surrey",36,2022,7,6.19990491867065
"Delta",37,2022,7,5.63459157943726
"Richmond",38,2022,7,5.28955554962158
"Vancouver",39,2022,7,5.06889295578003
"New Westminster",40,2022,7,7.24674129486084
"Burnaby",41,2022,7,7.16343116760254
"Maple-Ridge Pitt-Meadows",42,2022,7,4.98163938522339
"Coquitlam",43,2022,7,4.76192140579224
"North Vancouver",44,2022,7,4.42520475387573
"West Vancouver",45,2022,7,4.11941862106323
"Sunshine Coast",46,2022,7,3.58026695251465
"Powell RIver",47,2022,7,3.10139441490173
"Sea to Sky",48,2022,7,3.83470845222473
"South East Kootenay",5,2022,7,4.15990352630615
"Haida Gwaii",50,2022,7,2.35574460029602
"Boundary",51,2022,7,5.60449504852295
"Prince Rupert",52,2022,7,1.88861441612244
"Bulkley Valley",54,2022,7,4.22659254074097
"Prince George",57,2022,7,5.13698387145996
"Nicola-Similkameen",58,2022,7,4.56080913543701
"Peace River South",59,2022,7,5.72063827514648
"Rocky Mountain",6,2022,7,4.16938972473145
"Peace River North",60,2022,7,7.89956569671631
"Victoria",61,2022,7,3.6128261089325
"Sooke",62,2022,7,2.83024168014526
"Saanich",63,2022,7,3.59054899215698
"Gulf Islands",64,2022,7,3.74530720710754
"Nanaimo-Ladysmith",68,2022,7,3.06749153137207
"Qualicum",69,2022,7,2.94130635261536
"Pacific Rim",70,2022,7,2.89070105552673
"Comox Valley",71,2022,7,3.00459146499634
"Campbell River",72,2022,7,2.93656539916992
"Kamloops-Thompson",73,2022,7,5.75314378738403
"Gold Trail",74,2022,7,5.02955675125122
"Mission",75,2022,7,4.59815883636475
"Fraser-Cascade",78,2022,7,4.38086938858032
"Cowichan",79,2022,7,2.71356058120728
"Kootenay Lake",8,2022,7,4.89317417144775
"Fort Nelson",81,2022,7,20.7824096679688
"Coast Mountains",82,2022,7,2.93395495414734
"Okanagan-Shuswap",83,2022,7,6.30928325653076
"Vancouver Island West",84,2022,7,2.91718769073486
"Vancouver Island North",85,2022,7,2.83567214012146
"Stikine",87,2022,7,5.48762941360474
"Nechako Lakes",91,2022,7,4.03291654586792
"Nisgaa",92,2022,7,2.83106517791748
"Central Coast",49,2022,7,2.75900721549988
"Okanagan-Skaha",67,2022,7,5.78381776809692
"Okanagan-Similkameen",53,2022,7,5.34384155273438
"Arrow Lakes",10,2022,8,6.52595853805542
"Revelstoke",19,2022,8,7.56880235671997
"Kootenay-Columbia",20,2022,8,7.32529306411743
"Vernon",22,2022,8,5.71021366119385
"Central Okanagan",23,2022,8,8.36232566833496
"Cariboo-Chilcotin",27,2022,8,5.28020143508911
"Quesnel",28,2022,8,5.75208425521851
"Chilliwack",33,2022,8,7.06337404251099
"Abbotsford",34,2022,8,7.94611406326294
"Langley",35,2022,8,6.55728673934937
"Surrey",36,2022,8,5.72766876220703
"Delta",37,2022,8,5.44829082489014
"Richmond",38,2022,8,5.9537091255188
"Vancouver",39,2022,8,6.06912994384766
"New Westminster",40,2022,8,7.33141708374023
"Burnaby",41,2022,8,7.53866004943848
"Maple-Ridge Pitt-Meadows",42,2022,8,5.74494171142578
"Coquitlam",43,2022,8,4.79399538040161
"North Vancouver",44,2022,8,4.20986986160278
"West Vancouver",45,2022,8,4.4794979095459
"Sunshine Coast",46,2022,8,4.43912124633789
"Powell RIver",47,2022,8,4.05922031402588
"Sea to Sky",48,2022,8,5.63755655288696
"South East Kootenay",5,2022,8,8.45112705230713
"Haida Gwaii",50,2022,8,2.63958716392517
"Boundary",51,2022,8,6.84745979309082
"Prince Rupert",52,2022,8,2.59172129631042
"Bulkley Valley",54,2022,8,3.52849555015564
"Prince George",57,2022,8,5.6396164894104
"Nicola-Similkameen",58,2022,8,7.10614585876465
"Peace River South",59,2022,8,6.11206340789795
"Rocky Mountain",6,2022,8,8.15064811706543
"Peace River North",60,2022,8,6.00311326980591
"Victoria",61,2022,8,4.5795202255249
"Sooke",62,2022,8,3.53275942802429
"Saanich",63,2022,8,4.80695962905884
"Gulf Islands",64,2022,8,5.09253931045532
"Nanaimo-Ladysmith",68,2022,8,3.69929552078247
"Qualicum",69,2022,8,3.47092294692993
"Pacific Rim",70,2022,8,3.40765500068665
"Comox Valley",71,2022,8,3.37927341461182
"Campbell River",72,2022,8,3.83237385749817
"Kamloops-Thompson",73,2022,8,6.47408580780029
"Gold Trail",74,2022,8,7.8515419960022
"Mission",75,2022,8,6.33136463165283
"Fraser-Cascade",78,2022,8,10.7281713485718
"Cowichan",79,2022,8,3.36579084396362
"Kootenay Lake",8,2022,8,7.02607345581055
"Fort Nelson",81,2022,8,6.50435543060303
"Coast Mountains",82,2022,8,3.18490362167358
"Okanagan-Shuswap",83,2022,8,7.71404075622559
"Vancouver Island West",84,2022,8,3.45928883552551
"Vancouver Island North",85,2022,8,3.24954771995544
"Stikine",87,2022,8,4.04856443405151
"Nechako Lakes",91,2022,8,4.1020359992981
"Nisgaa",92,2022,8,3.0747389793396
"Central Coast",49,2022,8,3.13481569290161
"Okanagan-Skaha",67,2022,8,16.538158416748
"Okanagan-Similkameen",53,2022,8,13.3430233001709
"Arrow Lakes",10,2022,9,8.93722629547119
"Revelstoke",19,2022,9,9.6851053237915
"Kootenay-Columbia",20,2022,9,13.5946435928345
"Vernon",22,2022,9,7.32622480392456
"Central Okanagan",23,2022,9,7.40842247009277
"Cariboo-Chilcotin",27,2022,9,7.28189134597778
"Quesnel",28,2022,9,6.80188894271851
"Chilliwack",33,2022,9,25.7245712280273
"Abbotsford",34,2022,9,7.54810667037964
"Langley",35,2022,9,5.76249980926514
"Surrey",36,2022,9,4.92244577407837
"Delta",37,2022,9,5.99094104766846
"Richmond",38,2022,9,6.18610954284668
"Vancouver",39,2022,9,6.87637042999268
"New Westminster",40,2022,9,7.77851295471191
"Burnaby",41,2022,9,6.29191732406616
"Maple-Ridge Pitt-Meadows",42,2022,9,11.7423315048218
"Coquitlam",43,2022,9,8.81779193878174
"North Vancouver",44,2022,9,8.68056678771973
"West Vancouver",45,2022,9,7.59945631027222
"Sunshine Coast",46,2022,9,6.52099752426147
"Powell RIver",47,2022,9,6.07517957687378
"Sea to Sky",48,2022,9,10.7332220077515
"South East Kootenay",5,2022,9,16.1128787994385
"Haida Gwaii",50,2022,9,2.57363057136536
"Boundary",51,2022,9,8.03528308868408
"Prince Rupert",52,2022,9,2.76745462417603
"Bulkley Valley",54,2022,9,4.82355642318726
"Prince George",57,2022,9,7.80070829391479
"Nicola-Similkameen",58,2022,9,16.3301944732666
"Peace River South",59,2022,9,11.5612773895264
"Rocky Mountain",6,2022,9,11.0837440490723
"Peace River North",60,2022,9,12.4487476348877
"Victoria",61,2022,9,4.26874351501465
"Sooke",62,2022,9,4.36377954483032
"Saanich",63,2022,9,5.13956642150879
"Gulf Islands",64,2022,9,5.26699113845825
"Nanaimo-Ladysmith",68,2022,9,5.1896653175354
"Qualicum",69,2022,9,5.07183933258057
"Pacific Rim",70,2022,9,4.4202823638916
"Comox Valley",71,2022,9,5.21697282791138
"Campbell River",72,2022,9,6.01331186294556
"Kamloops-Thompson",73,2022,9,7.23352909088135
"Gold Trail",74,2022,9,18.083080291748
"Mission",75,2022,9,12.4289321899414
"Fraser-Cascade",78,2022,9,24.0602550506592
"Cowichan",79,2022,9,4.78941917419434
"Kootenay Lake",8,2022,9,19.0800971984863
"Fort Nelson",81,2022,9,5.56159925460815
"Coast Mountains",82,2022,9,3.38158702850342
"Okanagan-Shuswap",83,2022,9,7.44005632400513
"Vancouver Island West",84,2022,9,5.18885469436646
"Vancouver Island North",85,2022,9,4.97822046279907
"Stikine",87,2022,9,2.47640156745911
"Nechako Lakes",91,2022,9,4.50338792800903
"Nisgaa",92,2022,9,3.30471801757812
"Central Coast",49,2022,9,4.2343692779541
"Okanagan-Skaha",67,2022,9,9.49097537994385
"Okanagan-Similkameen",53,2022,9,20.9511432647705
"Arrow Lakes",10,2022,10,7.88258075714111
"Revelstoke",19,2022,10,6.35510158538818
"Kootenay-Columbia",20,2022,10,8.86054801940918
"Vernon",22,2022,10,9.38639354705811
"Central Okanagan",23,2022,10,11.2723989486694
"Cariboo-Chilcotin",27,2022,10,4.51986980438232
"Quesnel",28,2022,10,3.73795509338379
"Chilliwack",33,2022,10,26.0517387390137
"Abbotsford",34,2022,10,18.251443862915
"Langley",35,2022,10,18.35595703125
"Surrey",36,2022,10,16.5128536224365
"Delta",37,2022,10,10.792311668396
"Richmond",38,2022,10,7.32685518264771
"Vancouver",39,2022,10,7.20700263977051
"New Westminster",40,2022,10,13.5302572250366
"Burnaby",41,2022,10,11.8889389038086
"Maple-Ridge Pitt-Meadows",42,2022,10,9.44435596466064
"Coquitlam",43,2022,10,9.42546463012695
"North Vancouver",44,2022,10,7.70758581161499
"West Vancouver",45,2022,10,5.94443273544312
"Sunshine Coast",46,2022,10,6.01165866851807
"Powell RIver",47,2022,10,5.45436859130859
"Sea to Sky",48,2022,10,6.83644485473633
"South East Kootenay",5,2022,10,7.43070316314697
"Haida Gwaii",50,2022,10,2.04113411903381
"Boundary",51,2022,10,8.82269382476807
"Prince Rupert",52,2022,10,2.61231017112732
"Bulkley Valley",54,2022,10,2.42453742027283
"Prince George",57,2022,10,3.83610939979553
"Nicola-Similkameen",58,2022,10,14.1145486831665
"Peace River South",59,2022,10,5.50959777832031
"Rocky Mountain",6,2022,10,6.24535274505615
"Peace River North",60,2022,10,6.7993803024292
"Victoria",61,2022,10,5.38989543914795
"Sooke",62,2022,10,5.52430295944214
"Saanich",63,2022,10,6.2505202293396
"Gulf Islands",64,2022,10,6.34188842773438
"Nanaimo-Ladysmith",68,2022,10,5.14230728149414
"Qualicum",69,2022,10,5.41717624664307
"Pacific Rim",70,2022,10,5.08597993850708
"Comox Valley",71,2022,10,4.75468635559082
"Campbell River",72,2022,10,4.17218446731567
"Kamloops-Thompson",73,2022,10,6.87186908721924
"Gold Trail",74,2022,10,8.84306526184082
"Mission",75,2022,10,12.7989721298218
"Fraser-Cascade",78,2022,10,14.3169326782227
"Cowichan",79,2022,10,5.33853101730347
"Kootenay Lake",8,2022,10,8.08261108398438
"Fort Nelson",81,2022,10,6.5715856552124
"Coast Mountains",82,2022,10,2.29297971725464
"Okanagan-Shuswap",83,2022,10,8.79874515533447
"Vancouver Island West",84,2022,10,4.22827911376953
"Vancouver Island North",85,2022,10,3.17250561714172
"Stikine",87,2022,10,1.98852109909058
"Nechako Lakes",91,2022,10,2.5304102897644
"Nisgaa",92,2022,10,2.72524833679199
"Central Coast",49,2022,10,2.25312852859497
"Okanagan-Skaha",67,2022,10,11.4745655059814
